Subject,Course,Section,MeetingType,DaysMet,StartDate,EndDate,StartTime,EndTime,BuildingName,Room#,Term,Cross-List,Status,Instructor,Enrollment,MaxEnrollment
AAST,3301,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,SWCA,114,2228,-,Scheduled,Hill,3,5
AAST,2300,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,PKH,103,2228,-,Scheduled,Guillory,40,60
AAST,4326,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,UH,321,2228,-,Scheduled,Cocchiara,1,5
AAST,3320,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,PKH,109,2228,2228_1_0082_UTARL_1 - Exam,Scheduled,Kirby,19,60
AAST,4341,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,UH,09,2228,2228_1_0329_UTARL_1 - Exam,Scheduled,Beamon,5,5
AAST,3319,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,SWCA,115,2228,-,Scheduled,Mitschke,5,5
ACCT,5318,1,SEM/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,COBA,151,2228,-,Scheduled,Rosser,36,46
ACCT,5329,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:15 PM,10:45 PM,COBA,349,2228,-,Scheduled,Henderson,27,50
ACCT,4318,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,COBA,256,2228,-,Scheduled,Mcconnell,29,50
ACCT,4318,2,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,COBA,149,2228,-,Scheduled,Sargent,29,50
ACCT,2302,4,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,5:30 PM,8:00 PM,SEIR,298,2228,-,Scheduled,Prachyl,39,40
ACCT,2302,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,5:30 PM,8:00 PM,SEIR,194,2228,-,Scheduled,Ji,60,60
ACCT,2302,3,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,5:30 PM,8:00 PM,SEIR,298,2228,-,Scheduled,Rasmussen,59,60
ACCT,2302,5,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,5:30 PM,8:00 PM,SEIR,298,2228,-,Scheduled,McGhee,63,63
ACCT,2302,2,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,5:30 PM,8:00 PM,SEIR,294,2228,-,Scheduled,Rasmussen,60,60
ACCT,5307,3,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,5:30 PM,8:00 PM,COBA,349,2228,-,Scheduled,Henderson,14,58
ACCT,5307,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,COBA,254,2228,-,Scheduled,Prachyl,39,60
ACCT,3309,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,COBA,138,2228,-,Scheduled,Bharwani,28,35
ACCT,3309,2,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,COBA,149,2228,-,Scheduled,Sargent,60,60
ACCT,5312,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,COBA,239,2228,2228_1_0152_UTARL_1 - Exam,Scheduled,Hall,5,10
ACCT,3303,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,COBA,152,2228,-,Scheduled,Chatterjee,58,58
ACCT,3303,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,COBA,149,2228,2228_1_0603_UTARL_1 - Exam,Scheduled,Sargent,40,55
ACCT,3303,4,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,COBA,152,2228,-,Scheduled,Chatterjee,58,58
ACCT,5366,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,COBA,140,2228,-,Scheduled,Matthews,4,26
ACCT,5320,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:15 PM,10:45 PM,COBA,147,2228,2228_1_0155_UTARL_1 - Exam,Scheduled,Ji,14,50
ACCT,4302,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,COBA,140,2228,-,Scheduled,Nagarajan,25,37
ACCT,4302,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,COBA,251,2228,-,Scheduled,Nagarajan,42,42
ACCT,4302,3,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:15 PM,10:45 PM,COBA,151,2228,2228_1_0153_UTARL_1 - Exam,Scheduled,Nagarajan,27,42
ACCT,5319,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,COBA,141,2228,-,Scheduled,Fogel-Yaari,24,50
ACCT,4304,1,LEC/Fall Final Exam,S,12/10/2022,12/10/2022,1:00 PM,3:30 PM,COBA,152,2228,2228_1_0154_UTARL_1 - Exam,Scheduled,Ho,17,35
ACCT,5314,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,COBA,251,2228,2228_1_0590_UTARL_1 - Exam,Scheduled,Hall,2,6
ACCT,5345,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:15 PM,10:45 PM,COBA,150,2228,-,Scheduled,Le,7,50
ACCT,3311,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,COBA,138,2228,-,Scheduled,Agarwal,35,37
ACCT,3311,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,COBA,139,2228,-,Scheduled,Venkataraman,37,37
ACCT,3311,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,COBA,151,2228,2228_1_0151_UTARL_1 - Exam,Scheduled,Prachyl,38,47
ACCT,3133,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:15 PM,10:45 PM,COBA,151,2228,2228_1_0149_UTARL_1 - Exam,Scheduled,Mcconnell,14,17
ACCT,4325,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:15 PM,10:45 PM,COBA,147,2228,2228_1_0155_UTARL_1 - Exam,Scheduled,Ji,35,50
ACCT,6309,20,SEM/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,UH,13,2228,-,Scheduled,Skantz,8,10
ACCT,5339,1,SEM/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,COBA,152,2228,-,Scheduled,Repsis,8,50
ACCT,5321,1,SEM/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,COBA,151,2228,-,Scheduled,Prachyl,16,50
ACCT,5316,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,COBA,151,2228,-,Scheduled,Mcconnell,13,45
ACCT,5322,1,LEC/Fall Final Exam,S,12/10/2022,12/10/2022,1:00 PM,3:30 PM,COBA,152,2228,2228_1_0154_UTARL_1 - Exam,Scheduled,Ho,3,15
ACCT,5315,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,COBA,149,2228,2228_1_0603_UTARL_1 - Exam,Scheduled,Sargent,4,3
ACCT,6310,6,SEM/Fall Final Exam,W,12/14/2022,12/14/2022,5:30 PM,8:00 PM,TH,102,2228,-,Scheduled,Ho,7,10
ACCT,3315,5,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,COBA,254,2228,-,Scheduled,Repsis,60,63
ACCT,3315,6,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,COBA,251,2228,2228_1_0590_UTARL_1 - Exam,Scheduled,Hall,38,39
ACCT,2301,5,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,COBA,245E,2228,-,Scheduled,Sargent,77,77
ACCT,2301,7,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,COBA,142,2228,-,Scheduled,Yang,60,60
ACCT,2301,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,SEIR,294,2228,-,Scheduled,Rosser,61,61
ACCT,2301,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,UH,108,2228,-,Scheduled,Sargent,72,72
ACCT,2301,8,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,COBA,147,2228,-,Scheduled,Bharwani,59,60
ACCT,2301,4,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,SEIR,294,2228,-,Scheduled,Rosser,61,61
ACCT,2301,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,UH,108,2228,-,Scheduled,McGhee,63,63
ACCT,2301,6,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,COBA,245W,2228,-,Scheduled,McGhee,62,63
ACCT,5133,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:15 PM,10:45 PM,COBA,151,2228,2228_1_0149_UTARL_1 - Exam,Scheduled,Mcconnell,26,40
ACCT,5311,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,COBA,151,2228,2228_1_0151_UTARL_1 - Exam,Scheduled,Prachyl,8,10
ACCT,5317,2,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:15 PM,10:45 PM,COBA,151,2228,2228_1_0153_UTARL_1 - Exam,Scheduled,Nagarajan,10,8
ACCT,3312,2,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,COBA,150,2228,-,Scheduled,Skantz,33,50
ACCT,3312,3,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,COBA,239,2228,2228_1_0152_UTARL_1 - Exam,Scheduled,Hall,14,35
ACCT,3312,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,COBA,252,2228,-,Scheduled,Hall,30,50
ACCT,5342,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,COBA,152,2228,-,Scheduled,Hall,7,50
ACCT,5340,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:15 PM,10:45 PM,COBA,152,2228,-,Scheduled,Hall,16,50
ADVT,3304,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,COBA,336,2228,-,Scheduled,Gans,15,20
ADVT,3304,2,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,412,2228,-,Scheduled,Gans,12,20
ADVT,3305,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,FA,409,2228,-,Scheduled,Ingram,28,40
ADVT,2337,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,258,2228,-,Scheduled,Jordan,61,139
ADVT,4301,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,FA,409,2228,-,Scheduled,Ingram,10,20
ADVT,4301,2,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,LS,428,2228,-,Scheduled,Gans,19,20
ADVT,4300,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,FA,2102A,2228,-,Scheduled,Jordan,18,35
ADVT,3306,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,404,2228,-,Scheduled,McEuen,13,20
ADVT,3306,2,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,FA,404,2228,-,Scheduled,McEuen,6,20
ADVT,3308,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,FA,411,2228,-,Scheduled,McEuen,15,16
AE,5305,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,NH,106,2228,2228_1_0013_UTARL_1 - Exam,Scheduled,Hullender,4,40
AE,5310,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,PKH,204,2228,2228_1_0014_UTARL_1 - Exam,Scheduled,Iarve,14,40
AE,5329,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,8:00 AM,10:30 AM,WH,311,2228,2228_1_0022_UTARL_1 - Exam,Scheduled,Taylor,4,5
AE,5320,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,ERB,130,2228,2228_1_0019_UTARL_1 - Exam,Scheduled,Wang,4,20
AE,5342,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,NH,111,2228,2228_1_0015_UTARL_1 - Exam,Scheduled,Zhang,8,20
AE,5331,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,ERB,130,2228,2228_1_0023_UTARL_1 - Exam,Scheduled,Luo,13,30
AE,5378,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,LS,119,2228,2228_1_0001_UTARL_1 - Exam,Scheduled,Huff,3,20
AE,5302,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,WH,221,2228,2228_1_0012_UTARL_1 - Exam,Scheduled,Subbarao,10,20
AE,5300,321,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,WH,210,2228,2228_1_0030_UTARL_1 - Exam,Scheduled,Wilson,25,40
AE,5300,302,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,GACB,103,2228,2228_1_0034_UTARL_1 - Exam,Scheduled,Dennis,6,10
AE,5300,315,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,NH,110,2228,2228_1_0032_UTARL_1 - Exam,Scheduled,Kilmain,7,10
AE,5300,323,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,NH,111,2228,2228_1_0035_UTARL_1 - Exam,Scheduled,Bowling,1,10
AE,5300,303,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,NH,109,2228,2228_1_0033_UTARL_1 - Exam,Scheduled,Han,7,10
AE,5300,215,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,NH,111,2228,2228_1_0036_UTARL_1 - Exam,Scheduled,Zhang,4,5
AE,5300,312,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,NH,112,2228,2228_1_0037_UTARL_1 - Exam,Scheduled,Shayesteh Moghaddam,3,10
AE,5300,309,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,8:00 AM,10:30 AM,NH,203,2228,2228_1_0605_UTARL_1 - Exam,Scheduled,Hays-Stang,5,10
AE,5300,314,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,WH,402,2228,2228_1_0099_UTARL_1 - Exam,Scheduled,Wang,2,10
AE,5311,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,WH,221,2228,2228_1_0027_UTARL_1 - Exam,Scheduled,Wang,10,20
AE,5315,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,WH,402,2228,2228_1_0005_UTARL_1 - Exam,Scheduled,Davidson,11,20
AE,5313,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,WH,311,2228,2228_1_0016_UTARL_1 - Exam,Scheduled,Tong,2,5
ANTH,3311,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,LS,100,2228,2228_1_0164_UTARL_1 - Exam,Scheduled,Smith,9,45
ANTH,2307,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,UH,09,2228,-,Scheduled,Cleghorn,34,60
ANTH,3338,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,UH,14,2228,2228_1_0604_UTARL_1 - Exam,Scheduled,Ryan,8,50
ANTH,4406,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,UH,13,2228,2228_1_0113_UTARL_1 - Exam,Scheduled,Cleghorn,13,15
ANTH,3371,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,UH,25,2228,-,Scheduled,Gallagher,23,50
ANTH,1306,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,UH,11,2228,-,Scheduled,Nuncio,98,100
ANTH,2339,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,UH,09,2228,-,Scheduled,Nuncio,32,60
ANTH,4358,3,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,FA,2102A,2228,2228_1_0538_UTARL_1 - Exam,Scheduled,Coleman,5,5
ANTH,4358,2,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,FA,2102A,2228,2228_1_0537_UTARL_1 - Exam,Scheduled,Barnes,5,5
ANTH,4358,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,FA,2102A,2228,2228_1_0257_UTARL_1 - Exam,Scheduled,McCurdy,5,5
ANTH,2322,2,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,COBA,150,2228,-,Scheduled,Wellman,58,60
ANTH,2322,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,PKH,319,2228,-,Scheduled,Wellman,60,60
ANTH,2322,4,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,PKH,105,2228,-,Scheduled,Speier,59,60
ANTH,2322,3,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,PKH,105,2228,-,Scheduled,Ryan,60,60
ANTH,2322,6,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,PKH,102,2228,-,Scheduled,Khanduri,60,60
ANTH,3332,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,PKH,321,2228,-,Scheduled,Speier,28,50
ANTH,3300,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,UH,13,2228,-,Scheduled,Khanduri,19,20
ANTH,1200,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,UH,02,2228,-,Scheduled,McGee,16,18
ARAB,3345,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,TH,307,2228,2228_1_0255_UTARL_1 - Exam,Scheduled,Carpenter,3,6
ARAB,2310,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,TH,119,2228,-,Scheduled,Shishakly,25,25
ARAB,1442,22,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,COBA,152,2228,2228_1_0252_UTARL_1 - Exam,Scheduled,Shishakly,13,25
ARCH,2303,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,MAC,206,2228,2228_1_0258_UTARL_1 - Exam,Scheduled,Gomez,198,250
ARCH,5314,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,ARCH,329,2228,2228_1_0266_UTARL_1 - Exam,Scheduled,Oehlerking-Read,8,9
ARCH,4353,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,ARCH,401,2228,2228_1_0271_UTARL_1 - Exam,Scheduled,Allen,19,19
ARCH,4332,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,ARCH,404,2228,2228_1_0268_UTARL_1 - Exam,Scheduled,Makhmalbaf,10,10
ARCH,3323,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,ARCH,204,2228,2228_1_0259_UTARL_1 - Exam,Scheduled,Saleh,101,120
ARCH,4357,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,ARCH,109,2228,2228_1_0273_UTARL_1 - Exam,Scheduled,Makhmalbaf,17,17
ARCH,4357,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:15 PM,10:45 PM,ARCH,109,2228,2228_1_0272_UTARL_1 - Exam,Scheduled,Reece,9,9
ARCH,5313,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,ARCH,329,2228,2228_1_0265_UTARL_1 - Exam,Scheduled,Borg,4,5
ARCH,5332,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,ARCH,404,2228,2228_1_0268_UTARL_1 - Exam,Scheduled,Makhmalbaf,10,10
ARCH,1101,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,MAC,206,2228,2228_1_0256_UTARL_1 - Exam,Scheduled,Donaldson,107,150
ARCH,5336,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,ARCH,401,2228,-,Scheduled,Nelson,22,22
ARCH,4362,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,ARCH,401,2228,-,Scheduled,Goodson,54,55
ARCH,4313,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,ARCH,329,2228,2228_1_0265_UTARL_1 - Exam,Scheduled,Borg,12,12
ARCH,5331,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,ARCH,330,2228,-,Scheduled,Messersmith,9,20
ARCH,4395,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,ARCH,404,2228,2228_1_0274_UTARL_1 - Exam,Scheduled,Chiessa,12,14
ARCH,5346,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,ARCH,109,2228,2228_1_0269_UTARL_1 - Exam,Scheduled,MacDonald,2,3
ARCH,5325,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,ARCH,204,2228,2228_1_0267_UTARL_1 - Exam,Scheduled,Schoedel,53,56
ARCH,5315,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,ARCH,405,2228,2228_1_0546_UTARL_1 - Exam,Scheduled,Klahr,2,5
ARCH,5307,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,ARCH,330,2228,2228_1_0261_UTARL_1 - Exam,Scheduled,Gomez,4,5
ARCH,4315,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,ARCH,405,2228,2228_1_0546_UTARL_1 - Exam,Scheduled,Klahr,13,13
ARCH,5303,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,MAC,206,2228,2228_1_0258_UTARL_1 - Exam,Scheduled,Gomez,10,15
ARCH,3361,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,ARCH,401,2228,2228_1_0260_UTARL_1 - Exam,Scheduled,Nelson,23,50
ARCH,5333,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,ARCH,401,2228,-,Scheduled,Mehta,33,36
ARCH,5323,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,ARCH,204,2228,2228_1_0259_UTARL_1 - Exam,Scheduled,Saleh,11,25
ARCH,5361,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,ARCH,401,2228,2228_1_0260_UTARL_1 - Exam,Scheduled,Nelson,2,3
ARCH,4325,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,ARCH,204,2228,2228_1_0267_UTARL_1 - Exam,Scheduled,Schoedel,10,9
ARCH,4314,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,ARCH,329,2228,2228_1_0266_UTARL_1 - Exam,Scheduled,Oehlerking-Read,11,11
ARCH,4307,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,ARCH,330,2228,2228_1_0261_UTARL_1 - Exam,Scheduled,Gomez,20,20
ARCH,4349,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,ARCH,109,2228,2228_1_0270_UTARL_1 - Exam,Scheduled,Maruszczak,16,16
ARCH,3343,6,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,ARCH,324,2228,-,Scheduled,Emery-McClure,11,11
ARCH,3343,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,ARCH,324,2228,-,Scheduled,Jenewein,10,10
ARCH,3343,5,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,ARCH,319,2228,-,Scheduled,Emery-McClure,11,11
ARCH,3343,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,ARCH,319,2228,-,Scheduled,Jenewein,20,10
ARCH,3343,7,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,ARCH,319,2228,-,Scheduled,Portillo,13,13
ARCH,3343,3,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,ARCH,319,2228,-,Scheduled,Farahbakhsh,11,11
ARCH,3343,4,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,ARCH,324,2228,-,Scheduled,Farahbakhsh,9,11
ARCH,3343,8,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,ARCH,324,2228,-,Scheduled,Portillo,11,11
ARCH,4311,3,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,ARCH,404,2228,2228_1_0263_UTARL_1 - Exam,Scheduled,Nason,12,12
ARCH,4339,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,FA,404,2228,2228_1_0601_UTARL_1 - Exam,Scheduled,Read,12,12
ARCH,5339,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,FA,404,2228,2228_1_0601_UTARL_1 - Exam,Scheduled,Read,6,6
ARCH,5311,3,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,ARCH,404,2228,2228_1_0263_UTARL_1 - Exam,Scheduled,Nason,7,8
ARCH,5349,1,SEM/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,ARCH,109,2228,2228_1_0270_UTARL_1 - Exam,Scheduled,Maruszczak,7,7
ARCH,4346,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,ARCH,109,2228,2228_1_0269_UTARL_1 - Exam,Scheduled,MacDonald,8,10
AREN,3301,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,NH,105,2228,2228_1_0471_UTARL_1 - Exam,Scheduled,Gomez-Torres,3,15
