Subject,Course,Section,MeetingType,DaysMet,StartDate,EndDate,StartTime,EndTime,BuildingName,Room#,Term,Cross-List,Status,Instructor,Enrollment,MaxEnrollment
CHIN,1441,2,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,TH,23,2228,-,Scheduled,Zhao,15,25
CHIN,1441,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,TH,119,2228,-,Scheduled,Zhao,10,25
CHIN,3303,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,TH,01,2228,-,Scheduled,Liang,14,25
CHIN,2313,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,TH,01,2228,-,Scheduled,Liang,18,25
CLAS,1300,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,SH,331,2228,-,Scheduled,Gallagher,37,40
CM,1311,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,CRB,114,2228,-,Scheduled,Momani,86,75
CM,2313,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,GACB,105,2228,2228_1_0529_UTARL_1 - Exam,Scheduled,Kaushal,37,60
CM,5378,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,WH,402,2228,2228_1_0557_UTARL_1 - Exam,Scheduled,Yin,52,20
CM,5378,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,SH,121,2228,2228_1_0486_UTARL_1 - Exam,Scheduled,Fairchild,69,35
CM,5339,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,NH,106,2228,2228_1_0513_UTARL_1 - Exam,Scheduled,Abolmaali,38,20
CM,3335,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,NH,108,2228,-,Scheduled,Kaushal,69,70
CM,5340,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,LS,122,2228,2228_1_0514_UTARL_1 - Exam,Scheduled,Ramezanpour Nargesi,53,30
CM,5355,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,NH,106,2228,2228_1_0520_UTARL_1 - Exam,Scheduled,Parsaeifard,52,40
CM,3331,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,NH,105,2228,2228_1_0463_UTARL_1 - Exam,Scheduled,Fairchild,73,80
CM,2311,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,NH,105,2228,2228_1_0528_UTARL_1 - Exam,Scheduled,Kohankar Kouchesfehani,67,80
CM,2315,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,NH,105,2228,-,Scheduled,Kaushal,78,90
CM,5377,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,NH,106,2228,2228_1_0524_UTARL_1 - Exam,Scheduled,Parsaeifard,53,30
CM,4353,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,EES,109,2228,2228_1_0530_UTARL_1 - Exam,Scheduled,Almughrabi,10,40
CM,4353,101,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,SEIR,294,2228,2228_1_0530_UTARL_1 - Exam,Scheduled,Almughrabi,10,20
CM,4315,101,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,GACB,103,2228,2228_1_0535_UTARL_1 - Exam,Scheduled,Loganathan,12,30
CM,4315,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,GACB,103,2228,2228_1_0535_UTARL_1 - Exam,Scheduled,Loganathan,32,50
CM,5379,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,NH,111,2228,-,Scheduled,Saleh,51,50
CM,5379,2,LEC/Fall Final Exam,S,12/10/2022,12/10/2022,9:00 AM,11:30 AM,NH,112,2228,-,Scheduled,Serajiantehrani,49,50
CM,4351,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,ELAB,256,2228,-,Scheduled,Loganathan,39,40
CM,5386,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,NH,111,2228,-,Scheduled,Tsung,45,50
CM,5386,2,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,NH,108,2228,-,Scheduled,Atambo,49,50
CM,4317,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,NH,235,2228,-,Scheduled,Ryu,25,25
CM,4317,2,LEC/Fall Final Exam,S,12/10/2022,12/10/2022,1:00 PM,3:30 PM,WH,221,2228,-,Scheduled,Bani Hani,21,25
CM,5350,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,LS,124,2228,2228_1_0572_UTARL_1 - Exam,Scheduled,Serajiantehrani,81,30
CM,5350,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,PKH,204,2228,2228_1_0519_UTARL_1 - Exam,Scheduled,Kermanshachi,55,50
CM,3313,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,COBA,153,2228,-,Scheduled,Loganathan,48,65
CM,5343,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,SH,103,2228,2228_1_0515_UTARL_1 - Exam,Scheduled,Tsung,10,10
CM,3339,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,SH,332,2228,-,Scheduled,Fairchild,47,59
CM,5387,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,SH,121,2228,2228_1_0526_UTARL_1 - Exam,Scheduled,Tsung,72,30
CM,3315,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,WH,402,2228,2228_1_0532_UTARL_1 - Exam,Scheduled,Almughrabi,22,40
CM,4331,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,2:00 PM,4:30 PM,WH,208,2228,-,Scheduled,Shapoorian,22,30
CM,5342,101,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,MAC,206,2228,2228_1_0485_UTARL_1 - Exam,Scheduled,Tsung,15,20
CM,5342,201,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,MAC,206,2228,2228_1_0485_UTARL_1 - Exam,Scheduled,Tsung,2,1
CM,5342,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,MAC,206,2228,2228_1_0485_UTARL_1 - Exam,Scheduled,Tsung,59,50
CM,1331,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,GACB,103,2228,-,Scheduled,Azizian,50,75
CM,5345,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,NH,202,2228,2228_1_0517_UTARL_1 - Exam,Scheduled,Khankarli,1,20
CM,4332,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,NH,100,2228,-,Scheduled,Najafi,4,25
CM,5344,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,NH,100,2228,-,Scheduled,Najafi,85,10
COMM,3315,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,FA,148,2228,-,Scheduled,Chatterjee,95,139
COMM,3315,2,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,COBA,245E,2228,-,Scheduled,Horton,37,139
COMM,5321,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,FA,414,2228,-,Scheduled,Jang,6,15
COMM,3303,6,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,TH,307,2228,-,Scheduled,Weems,21,20
COMM,3303,2,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,FA,404,2228,-,Scheduled,McEuen,20,20
COMM,3303,4,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,TH,307,2228,-,Scheduled,Weems,19,20
COMM,3303,5,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,TH,307,2228,-,Scheduled,Weems,22,20
COMM,3303,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,FA,404,2228,-,Scheduled,Horton,21,20
COMM,3303,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,404,2228,-,Scheduled,Weems,22,20
COMM,4300,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,FA,414,2228,-,Scheduled,Zhan,19,20
COMM,3310,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,FA,258,2228,-,Scheduled,Jones,16,139
COMM,4393,23,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,ARCH,404,2228,-,Scheduled,Brannon,19,20
COMM,4393,46,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,ARCH,329,2228,-,Scheduled,Wigley,20,20
COMM,2311,3,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,411A,2228,-,Scheduled,Loper,19,20
COMM,2311,5,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,FA,412,2228,-,Scheduled,Harvey,20,20
COMM,2311,8,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,ARCH,324,2228,-,Scheduled,Loper,20,20
COMM,2311,4,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,FA,411A,2228,-,Scheduled,Campbell,20,20
COMM,3300,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,UH,110,2228,-,Scheduled,Su,111,139
COMM,5305,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,FA,414,2228,-,Scheduled,Zhan,4,15
COMM,5300,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,FA,414,2228,-,Scheduled,Pribanic-Smith,5,15
COMM,5391,23,IND/Fall Final Exam,W,12/14/2022,12/14/2022,5:30 PM,8:00 PM,FA,414,2228,-,Scheduled,Brannon,2,5
COMM,4350,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,PKH,111,2228,-,Scheduled,Brannon,32,35
COMS,3320,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,FA,122,2228,-,Scheduled,Ricks,17,20
COMS,2304,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,LS,428,2228,-,Scheduled,Blount,27,28
COMS,2304,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,LS,428,2228,-,Scheduled,Blount,23,28
COMS,1301,9,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,327,2228,-,Scheduled,Blount,28,28
COMS,1301,5,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,COBA,138,2228,-,Scheduled,Blount,28,28
COMS,1301,7,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,FA,327,2228,-,Scheduled,Wooten,28,28
COMS,1301,11,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,2:00 PM,4:30 PM,FA,122,2228,-,Scheduled,Benton,28,28
COMS,1301,10,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,122,2228,-,Scheduled,Benton,28,28
COMS,1301,16,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,FA,265,2228,-,Scheduled,Pirkle,27,28
COMS,1301,15,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,FA,409,2228,-,Scheduled,Pirkle,28,28
COMS,1301,18,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,FA,414,2228,-,Scheduled,Cummins,28,28
COMS,1301,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,8:00 AM,10:30 AM,FA,327A,2228,-,Scheduled,Wooten,27,28
COMS,1301,19,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,FA,122,2228,-,Scheduled,Kapellusch,28,28
COMS,1301,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,FA,327,2228,-,Scheduled,Wooten,28,28
COMS,1301,13,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,FA,327,2228,-,Scheduled,Kapellusch,27,28
COMS,1301,4,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,FA,327,2228,-,Scheduled,Wooten,27,28
COMS,1301,21,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,409,2228,-,Scheduled,Pirkle,28,28
COMS,1301,20,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,COBA,138,2228,-,Scheduled,Blount,28,28
COMS,2302,4,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,FA,414,2228,-,Scheduled,White,28,28
COMS,2302,12,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,FA,414,2228,-,Scheduled,Benton,28,28
COMS,2302,16,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,FA,327A,2228,-,Scheduled,Benton,28,28
COMS,2302,7,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,327A,2228,-,Scheduled,Ricks,28,28
COMS,2302,19,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,LS,428,2228,-,Scheduled,Waryas Hughey,28,28
COMS,2302,11,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,FA,327A,2228,-,Scheduled,James,27,28
COMS,2302,2,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,8:00 AM,10:30 AM,FA,414,2228,-,Scheduled,James,28,28
COMS,2302,13,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,FA,414,2228,-,Scheduled,Benton,28,28
COMS,2302,5,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,FA,414,2228,-,Scheduled,White,27,28
COMS,2302,8,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,2:00 PM,4:30 PM,FA,327A,2228,-,Scheduled,Ricks,28,28
COMS,2302,10,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,FA,327A,2228,-,Scheduled,James,28,28
COMS,2302,18,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,5:30 PM,8:00 PM,FA,122,2228,-,Scheduled,Long,27,28
COMS,2302,14,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,FA,327A,2228,-,Scheduled,James,28,28
COMS,2302,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,8:00 AM,10:30 AM,FA,122,2228,-,Scheduled,Ricks,28,28
COMS,2302,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:00 AM,10:30 AM,FA,414,2228,-,Scheduled,White,28,28
COMS,2302,6,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,FA,414,2228,-,Scheduled,White,28,28
COMS,2302,15,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,FA,327A,2228,-,Scheduled,James,28,28
COMS,2302,9,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,FA,122,2228,-,Scheduled,Long,28,28
COMS,2302,17,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,FA,122,2228,-,Scheduled,Long,28,28
COMS,2305,5,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,FA,122,2228,-,Scheduled,Kapellusch,28,28
COMS,2305,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:00 AM,10:30 AM,FA,327A,2228,-,Scheduled,Pirkle,28,28
COMS,2305,2,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,FA,327A,2228,-,Scheduled,Pirkle,27,28
COMS,2305,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,FA,327,2228,-,Scheduled,Kapellusch,25,28
COMS,3315,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,FA,265,2228,-,Scheduled,Cummins,15,28
COMS,3309,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,LS,102,2228,2228_1_0591_UTARL_1 - Exam,Scheduled,Zhan,12,26
COMS,4315,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,FA,265,2228,-,Scheduled,Markham Shaw,10,18
COMS,4300,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,FA,265,2228,-,Scheduled,Chatterjee,22,30
COMS,4322,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,FA,265,2228,-,Scheduled,Chatterjee,11,28
CRCJ,3338,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,UH,11,2228,2228_1_0081_UTARL_1 - Exam,Scheduled,Davis,76,75
CRCJ,5309,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,UH,13,2228,-,Scheduled,Lee,3,20
CRCJ,3370,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,LS,334,2228,-,Scheduled,Aranda,27,30
CRCJ,5301,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,UH,13,2228,-,Scheduled,El Sayed,5,20
CRCJ,4325,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,UH,11,2228,-,Scheduled,Branch,54,80
CRCJ,4387,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,TH,110,2228,2228_1_0544_UTARL_1 - Exam,Scheduled,Davis,35,35
CRCJ,2350,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,UH,10,2228,-,Scheduled,Gullion,61,80
CRCJ,5319,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,8:15 PM,10:45 PM,UH,321,2228,-,Scheduled,Kelsay,11,20
CRCJ,2334,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,UH,11,2228,-,Scheduled,Owens,80,80
CRCJ,2334,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,UH,10,2228,-,Scheduled,Hall,80,80
CRCJ,4342,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,5:30 PM,8:00 PM,LS,436,2228,-,Scheduled,Eddings,16,19
CRCJ,3320,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,UH,10,2228,-,Scheduled,Gullion,80,80
CRCJ,4341,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,5:30 PM,8:00 PM,LS,436,2228,-,Scheduled,Eddings,18,19
CRCJ,3371,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,LS,436,2228,-,Scheduled,Eddings,19,19
CRCJ,3371,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,LS,436,2228,-,Scheduled,Eddings,19,19
CRCJ,2340,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,UH,11,2228,-,Scheduled,Rollins,49,80
CRCJ,3300,3,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,UH,10,2228,-,Scheduled,TenEyck,55,80
CRCJ,3340,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:15 PM,10:45 PM,UH,25,2228,-,Scheduled,Jeong,24,40
CRCJ,2335,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,UH,11,2228,-,Scheduled,Lee,66,80
CRCJ,5350,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:15 PM,10:45 PM,UH,08,2228,-,Scheduled,TenEyck,10,20
CRCJ,3350,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,UH,25,2228,-,Scheduled,Kelsay,38,40
CRCJ,4302,1,PRA/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,TH,303,2228,-,Scheduled,White,22,20
CSE,5335,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,NH,108,2228,-,Scheduled,Fegaras,60,60
CSE,5335,7,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,SH,330,2228,-,Scheduled,Gharsallaoui,60,60
CSE,5335,6,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,LS,122,2228,-,Scheduled,Gharsallaoui,65,70
CSE,4316,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,ERB,129,2228,-,Scheduled,McMurrough,33,30
CSE,4316,5,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,11:00 AM,1:30 PM,ERB,129,2228,-,Scheduled,Gieser,30,30
CSE,4316,7,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,2:00 PM,4:30 PM,SEIR,194,2228,-,Scheduled,McMurrough,29,30
CSE,3315,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,NH,110,2228,-,Scheduled,Barasch,57,60
CSE,3315,6,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,PKH,223,2228,-,Scheduled,Koone,33,60
CSE,3315,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,NH,112,2228,-,Scheduled,Barasch,50,50
CSE,3315,5,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,PKH,223,2228,-,Scheduled,Koone,28,60
CSE,3315,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,NH,112,2228,-,Scheduled,Barasch,42,50
CSE,5330,1,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,WH,404,2228,-,Scheduled,Santra,59,60
CSE,5330,3,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,11:00 AM,1:30 PM,NH,111,2228,-,Scheduled,Santra,60,60
CSE,5330,4,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,SH,330,2228,-,Scheduled,Santra,60,60
CSE,5350,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,5:30 PM,8:00 PM,NH,110,2228,-,Scheduled,Levine,60,60
CSE,5392,2,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,WH,308,2228,2228_1_0402_UTARL_1 - Exam,Scheduled,Torres,10,10
CSE,5392,3,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,NH,112,2228,2228_1_0403_UTARL_1 - Exam,Scheduled,Dalio,5,20
CSE,4380,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,11:00 AM,1:30 PM,ARCH,401,2228,-,Scheduled,Nilizadeh,36,36
CSE,4380,4,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,5:30 PM,8:00 PM,CRB,114,2228,2228_1_0411_UTARL_1 - Exam,Scheduled,Ming,26,36
CSE,5360,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,NH,202,2228,2228_1_0387_UTARL_1 - Exam,Scheduled,Gopikrishna,49,50
CSE,5360,1,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,NH,203,2228,-,Scheduled,Gopikrishna,59,60
CSE,5360,4,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,COBA,149,2228,2228_1_0388_UTARL_1 - Exam,Scheduled,Gopikrishna,45,45
CSE,5360,6,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:15 PM,10:45 PM,NH,229,2228,-,Scheduled,Gopikrishna,49,50
CSE,5360,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,NH,203,2228,2228_1_0386_UTARL_1 - Exam,Scheduled,Beksi,29,30
CSE,5360,5,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,NH,203,2228,2228_1_0553_UTARL_1 - Exam,Scheduled,Gopikrishna,30,30
CSE,4308,5,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,SH,129,2228,-,Scheduled,Sarkar,17,45
CSE,4308,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,NH,202,2228,2228_1_0387_UTARL_1 - Exam,Scheduled,Gopikrishna,10,10
CSE,4308,2,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,2:00 PM,4:30 PM,NH,203,2228,2228_1_0386_UTARL_1 - Exam,Scheduled,Beksi,31,30
CSE,4308,1,LEC/Fall Final Exam,W,12/14/2022,12/14/2022,2:00 PM,4:30 PM,NH,203,2228,2228_1_0553_UTARL_1 - Exam,Scheduled,Gopikrishna,20,20
CSE,4308,4,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,2:00 PM,4:30 PM,COBA,149,2228,2228_1_0388_UTARL_1 - Exam,Scheduled,Gopikrishna,15,15
CSE,5382,1,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,2:00 PM,4:30 PM,NH,203,2228,2228_1_0400_UTARL_1 - Exam,Scheduled,Jones,34,35
CSE,5382,2,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,8:15 PM,10:45 PM,NH,110,2228,2228_1_0401_UTARL_1 - Exam,Scheduled,Levine,58,58
CSE,1325,1,LEC/Fall Final Exam,R,12/8/2022,12/8/2022,8:00 AM,10:30 AM,WH,311,2228,-,Scheduled,Rice,60,60
CSE,1325,2,LEC/Fall Final Exam,T,12/13/2022,12/13/2022,8:00 AM,10:30 AM,WH,311,2228,-,Scheduled,Rice,57,60
CSE,1325,5,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,NH,109,2228,-,Scheduled,French,60,60
CSE,1325,6,LEC/Fall Final Exam,F,12/9/2022,12/9/2022,11:00 AM,1:30 PM,NH,202,2228,-,Scheduled,French,60,60
CSE,1325,3,LEC/Fall Final Exam,M,12/12/2022,12/12/2022,2:00 PM,4:30 PM,COBA,239,2228,-,Scheduled,Galib,19,60
