Subject,Course,Section#,MeetingType,DaysMet,StartDate,EndDate,StartTime,EndTime,Building,Room,Instructor,Term,Cross-List,Campus,Enrollment,MaxEnrollment
BLAW,3310,2,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,COBA,147,Miller,2232,-,MAIN,110,110
BLAW,3310,3,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,147,Miller,2232,-,MAIN,110,110
BLAW,3310,4,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:00 AM,10:30 AM,COBA,147,Seat,2232,-,MAIN,107,110
BLAW,3310,5,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,COBA,153,Miller,2232,-,MAIN,50,50
BLAW,3310,8,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,COBA,147,Schwemer,2232,-,MAIN,110,110
BLAW,3311,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,COBA,142,Schwemer,2232,-,MAIN,22,80
BLAW,3311,2,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,150,Schwemer,2232,-,MAIN,45,46
BLAW,3314,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:00 AM,10:30 AM,COBA,150,Schwemer,2232,-,MAIN,49,59
BLAW,4310,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,348,Miller,2232,2232_1_0084_UTARL_1 - Exam,MAIN,23,59
BLAW,5331,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,348,Miller,2232,2232_1_0084_UTARL_1 - Exam,MAIN,0,10
BLAW,5332,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,COBA,150,Seat,2232,-,MAIN,17,59
BSAD,6311,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,COBA,141,Casper,2232,-,MAIN,8,20
BSAD,6317,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:15 PM,10:45 PM,COBA,339,Sedai,2232,2232_1_0034_UTARL_1 - Exam,MAIN,0,10
BSAD,6318,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,COBA,349,Yasar,2232,2232_1_0037_UTARL_1 - Exam,MAIN,3,10
BSAD,6319,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,COBA,252,Candreva,2232,2232_1_0035_UTARL_1 - Exam,MAIN,2,5
BSAD,6319,2,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,153,Smallwood,2232,2232_1_0036_UTARL_1 - Exam,MAIN,1,5
BSAD,6321,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,COBA,141,Johnson,2232,-,MAIN,5,20
BSAD,6322,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,2:00 PM,4:30 PM,UH,13,-,2232,-,MAIN,0,20
BSTAT,2305,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,COBA,256,Amadi,2232,-,MAIN,72,72
BSTAT,2305,2,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,COBA,348,Amadi,2232,-,MAIN,77,77
BSTAT,2305,3,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:00 AM,10:30 AM,COBA,243,Nour,2232,-,MAIN,71,72
BSTAT,2305,4,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,256,Lin,2232,-,MAIN,71,72
BSTAT,2305,5,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,COBA,243,Helal,2232,-,MAIN,70,72
BSTAT,2305,6,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,COBA,256,Kim,2232,-,MAIN,71,72
BSTAT,3321,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:00 AM,10:30 AM,COBA,245E,Nour,2232,-,MAIN,72,72
BSTAT,3321,3,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,243,He,2232,-,MAIN,71,72
BSTAT,3321,4,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,COBA,243,Liu,2232,-,MAIN,70,72
BSTAT,3321,5,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,243,Liu,2232,-,MAIN,71,72
BSTAT,3321,6,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,COBA,243,Helal,2232,2232_1_0065_UTARL_1 - Exam,MAIN,62,65
BSTAT,3321,7,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SH,103,Helal,2232,-,MAIN,22,72
BSTAT,3321,8,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,COBA,256,Helal,2232,-,MAIN,72,72
BSTAT,3321,9,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,COBA,241,Whiteside,2232,-,MAIN,71,72
BSTAT,5301,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,COBA,243,Helal,2232,2232_1_0065_UTARL_1 - Exam,MAIN,5,7
BSTAT,5325,2,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,243,Liu,2232,-,MAIN,58,65
BSTAT,5325,4,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,COBA,245E,Whiteside,2232,-,MAIN,63,68
BUSA,5322,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,140,Quigley,2232,-,MAIN,10,30
CE,2221,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,COBA,154,Parsaeifard,2232,2232_1_0355_UTARL_1 - Exam,MAIN,37,55
CE,2311,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,WH,402,Ashraf,2232,2232_1_0356_UTARL_1 - Exam,MAIN,44,65
CE,2313,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,NH,105,Karbhari,2232,2232_1_0357_UTARL_1 - Exam,MAIN,51,70
CE,2331,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,GACB,105,Ramezanpour Nargesi,2232,-,MAIN,83,83
CE,3210,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,WH,402,Al-Ghafry,2232,-,MAIN,60,70
CE,3301,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,CH,106,Hyun,2232,2232_1_0361_UTARL_1 - Exam,MAIN,34,40
CE,3302,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,SWSH,104,Gomez-Torres,2232,2232_1_0362_UTARL_1 - Exam,MAIN,40,50
CE,3305,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:00 AM,10:30 AM,NH,109,Eapi,2232,2232_1_0363_UTARL_1 - Exam,MAIN,48,50
CE,3311,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:00 AM,10:30 AM,NH,106,Yin,2232,2232_1_0364_UTARL_1 - Exam,MAIN,52,50
CE,3328,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,LS,424,Fang,2232,2232_1_0581_UTARL_1 - Exam,MAIN,23,25
CE,3334,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:00 AM,10:30 AM,NH,203,Prabakar,2232,2232_1_0365_UTARL_1 - Exam,MAIN,44,55
CE,3341,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,NH,106,Ham,2232,2232_1_0366_UTARL_1 - Exam,MAIN,43,45
CE,3342,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,SH,103,Eisma,2232,2232_1_0367_UTARL_1 - Exam,MAIN,59,55
CE,3343,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:00 AM,10:30 AM,NH,111,Hoyos,2232,2232_1_0368_UTARL_1 - Exam,MAIN,40,55
CE,3361,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,NH,202,Romanoschi,2232,2232_1_0373_UTARL_1 - Exam,MAIN,32,45
CE,4302,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,ERB,131,Konsta Gdoutos,2232,2232_1_0374_UTARL_1 - Exam,MAIN,1,20
CE,4303,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,SH,100,Tsung,2232,2232_1_0375_UTARL_1 - Exam,MAIN,2,5
CE,4304,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,NH,105,Fairchild,2232,2232_1_0376_UTARL_1 - Exam,MAIN,4,20
CE,4304,2,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:00 AM,10:30 AM,WH,402,Yin,2232,2232_1_0560_UTARL_1 - Exam,MAIN,5,5
CE,4307,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,NH,105,Bhatt,2232,2232_1_0377_UTARL_1 - Exam,MAIN,6,10
CE,4308,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,SH,103,Shahandashti,2232,2232_1_0378_UTARL_1 - Exam,MAIN,2,10
CE,4310,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,EES,104,Mattingly,2232,2232_1_0379_UTARL_1 - Exam,MAIN,3,20
CE,4312,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,NH,111,Gomez-Torres,2232,2232_1_0380_UTARL_1 - Exam,MAIN,12,40
CE,4320,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:00 AM,10:30 AM,NH,112,Hoyos,2232,2232_1_0381_UTARL_1 - Exam,MAIN,3,10
CE,4321,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,EES,104,Hossain,2232,2232_1_0382_UTARL_1 - Exam,MAIN,6,25
CE,4324,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,SWSH,424,Hojat Jalali,2232,2232_1_0383_UTARL_1 - Exam,MAIN,2,10
CE,4325,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,WH,208,Balderrama,2232,2232_1_0384_UTARL_1 - Exam,MAIN,2,10
CE,4330,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,SH,330,Ahmari,2232,2232_1_0387_UTARL_1 - Exam,MAIN,1,20
CE,4332,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,SEIR,298,Najafi,2232,2232_1_0388_UTARL_1 - Exam,MAIN,0,5
CE,4335,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,MAC,206,Tsung,2232,2232_1_0389_UTARL_1 - Exam,MAIN,1,5
CE,4347,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,WH,402,Yazdani,2232,2232_1_0571_UTARL_1 - Exam,MAIN,37,45
CE,4348,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,EES,104,Balderrama,2232,2232_1_0390_UTARL_1 - Exam,MAIN,16,20
CE,4352,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,GACB,105,Gomez-Torres,2232,2232_1_0391_UTARL_1 - Exam,MAIN,21,50
CE,4353,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,COBA,153,Choi,2232,2232_1_0393_UTARL_1 - Exam,MAIN,4,10
CE,4354,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,CRB,114,Bhatt,2232,2232_1_0394_UTARL_1 - Exam,MAIN,12,15
CE,4356,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,NH,106,Azzawi,2232,2232_1_0395_UTARL_1 - Exam,MAIN,0,10
CE,4360,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,NH,109,Eljufout,2232,2232_1_0396_UTARL_1 - Exam,MAIN,0,10
CE,4365,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,NH,109,Azzawi,2232,2232_1_0397_UTARL_1 - Exam,MAIN,3,10
CE,4383,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,WH,402,Eljufout,2232,2232_1_0399_UTARL_1 - Exam,MAIN,47,60
CE,5300,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,EES,109,Chao,2232,2232_1_0401_UTARL_1 - Exam,MAIN,26,25
CE,5300,2,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,LS,101,Yu,2232,-,MAIN,6,20
CE,5302,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,ERB,131,Konsta Gdoutos,2232,2232_1_0374_UTARL_1 - Exam,MAIN,6,20
CE,5303,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,WH,208,Balderrama,2232,2232_1_0384_UTARL_1 - Exam,MAIN,28,30
CE,5306,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,EES,104,Balderrama,2232,2232_1_0390_UTARL_1 - Exam,MAIN,14,20
CE,5307,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,NH,109,Azzawi,2232,2232_1_0397_UTARL_1 - Exam,MAIN,12,35
CE,5308,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,NH,109,Eljufout,2232,2232_1_0396_UTARL_1 - Exam,MAIN,7,29
CE,5311,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,NH,106,Azzawi,2232,2232_1_0395_UTARL_1 - Exam,MAIN,14,40
CE,5312,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,COBA,139,Azzawi,2232,-,MAIN,19,30
CE,5313,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,MAC,206,Tsung,2232,2232_1_0389_UTARL_1 - Exam,MAIN,10,10
CE,5315,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,SWSH,424,Hojat Jalali,2232,2232_1_0383_UTARL_1 - Exam,MAIN,13,20
CE,5319,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,COBA,153,Choi,2232,2232_1_0393_UTARL_1 - Exam,MAIN,4,20
CE,5320,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,SH,103,Shahandashti,2232,2232_1_0378_UTARL_1 - Exam,MAIN,42,25
CE,5321,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:00 AM,10:30 AM,NH,203,Prabakar,2232,2232_1_0365_UTARL_1 - Exam,MAIN,1,5
CE,5327,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,EES,109,Villafana,2232,2232_1_0403_UTARL_1 - Exam,MAIN,16,30
CE,5330,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,EES,104,Li,2232,-,MAIN,13,20
CE,5332,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,NH,111,Gomez-Torres,2232,2232_1_0380_UTARL_1 - Exam,MAIN,14,20
CE,5336,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,SWSH,406,Romanoschi,2232,2232_1_0404_UTARL_1 - Exam,MAIN,16,25
CE,5338,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,EES,104,Mattingly,2232,2232_1_0379_UTARL_1 - Exam,MAIN,9,25
CE,5339,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,PKH,321,Abolmaali,2232,2232_1_0405_UTARL_1 - Exam,MAIN,12,25
CE,5340,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,NH,105,Ramezanpour Nargesi,2232,2232_1_0406_UTARL_1 - Exam,MAIN,15,25
CE,5342,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,SH,100,Tsung,2232,2232_1_0375_UTARL_1 - Exam,MAIN,9,10
CE,5343,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,EES,109,Jibreen,2232,2232_1_0407_UTARL_1 - Exam,MAIN,13,12
CE,5344,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,SEIR,298,Najafi,2232,2232_1_0388_UTARL_1 - Exam,MAIN,43,45
CE,5350,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,NH,108,Serajiantehrani,2232,2232_1_0409_UTARL_1 - Exam,MAIN,30,20
CE,5353,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,SH,330,Ahmari,2232,2232_1_0387_UTARL_1 - Exam,MAIN,11,20
CE,5354,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,EES,233,Hummel,2232,-,MAIN,17,25
CE,5355,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,CH,106,Parsaeifard,2232,2232_1_0410_UTARL_1 - Exam,MAIN,21,20
CE,5358,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,CRB,114,Bhatt,2232,2232_1_0394_UTARL_1 - Exam,MAIN,7,10
CE,5364,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,EES,104,Hossain,2232,2232_1_0382_UTARL_1 - Exam,MAIN,13,30
CE,5367,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:00 AM,10:30 AM,NH,112,Hoyos,2232,2232_1_0381_UTARL_1 - Exam,MAIN,7,20
CE,5369,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,5:30 PM,8:00 PM,NH,239,Islam,2232,-,MAIN,13,25
CE,5377,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,COBA,254,Parsaeifard,2232,2232_1_0412_UTARL_1 - Exam,MAIN,14,25
CE,5378,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,NH,105,Fairchild,2232,2232_1_0376_UTARL_1 - Exam,MAIN,20,20
CE,5378,2,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:00 AM,10:30 AM,WH,402,Yin,2232,2232_1_0560_UTARL_1 - Exam,MAIN,10,10
CE,5382,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,NH,105,Bhatt,2232,2232_1_0377_UTARL_1 - Exam,MAIN,25,20
CE,5385,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,WH,210,Balderrama,2232,2232_1_0413_UTARL_1 - Exam,MAIN,13,25
CE,6311,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,SWSH,429,Yu,2232,2232_1_0414_UTARL_1 - Exam,MAIN,7,25
CE,6313,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,ERB,130,Islam,2232,2232_1_0415_UTARL_1 - Exam,MAIN,12,30
CE,6314,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,SWSH,224,Zhang,2232,-,MAIN,9,20
CHEM,1342,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SH,101,Cleaver,2232,-,MAIN,25,95
CHEM,1400,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,CRB,114,Cleaver,2232,-,MAIN,27,60
CHEM,1441,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SEIR,298,Crowell,2232,-,MAIN,162,164
CHEM,1441,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SEIR,298,Crowell,2232,-,MAIN,178,250
CHEM,1441,3,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SH,101,Cleaver,2232,-,MAIN,123,166
CHEM,1442,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,LS,119,Crowell,2232,-,MAIN,156,166
CHEM,1442,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,LS,118,Tanizaki,2232,-,MAIN,94,166
CHEM,1442,3,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,LS,101,Hale,2232,-,MAIN,26,95
CHEM,1451,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,SEIR,198,Tanizaki,2232,-,MAIN,176,216
CHEM,1465,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SEIR,194,Rajeshwar,2232,-,MAIN,103,150
CHEM,1465,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SEIR,198,Griffith,2232,-,MAIN,145,162
CHEM,2321,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,LS,124,Buonomo,2232,-,MAIN,95,95
CHEM,2321,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,LS,122,Lovely,2232,-,MAIN,96,95
CHEM,2322,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SH,100,Rogers,2232,-,MAIN,58,95
CHEM,2322,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SH,100,Rogers,2232,-,MAIN,73,95
CHEM,2322,3,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,SH,330,Eley,2232,-,MAIN,26,95
CHEM,2335,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,SH,105,Chowdhury,2232,-,MAIN,26,32
CHEM,3101,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,CPB,317,Kroll,2232,-,MAIN,0,20
CHEM,3101,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,CPB,317,Kroll,2232,-,MAIN,0,20
CHEM,3315,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:00 AM,10:30 AM,SH,103,Rogers,2232,-,MAIN,15,95
CHEM,3317,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,SH,103,Macdonnell,2232,-,MAIN,47,60
CHEM,3322,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,SH,125,Nam,2232,-,MAIN,27,48
CHEM,3322,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,SH,125,Nam,2232,-,MAIN,27,48
CHEM,4242,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,SH,125,Mandal,2232,-,MAIN,17,24
CHEM,4311,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,SEIR,194,So,2232,-,MAIN,121,175
CHEM,4312,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,SH,121,Johnson-Winters,2232,-,MAIN,24,135
CHEM,4314,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,SH,129,Heo,2232,-,MAIN,16,45
CHEM,4343,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,SH,226,Hale,2232,2232_1_0003_UTARL_1 - Exam,MAIN,3,4
CHEM,4346,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,SH,129,Macdonnell,2232,-,MAIN,7,18
CHEM,4392,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,SH,125,McFarland,2232,-,MAIN,13,12
CHEM,4461,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,SH,205,Schug,2232,2232_1_0492_UTARL_1 - Exam,MAIN,12,20
CHEM,5011,1,SEM/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,CRB,114,Kroll,2232,-,MAIN,15,95
CHEM,5326,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,SH,315,Dasgupta,2232,-,MAIN,14,25
CHEM,5332,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:00 AM,10:30 AM,SH,105,Mandal,2232,-,MAIN,7,25
