Subject,Course,Section#,MeetingType,DaysMet,StartDate,EndDate,StartTime,EndTime,Building,Room,Instructor,Term,Cross-List,Campus,Enrollment,MaxEnrollment
AAST,2300,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,UH,25,Guillory,2232,-,MAIN,42,65
AAST,2371,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,TH,110,Graham,2232,2232_1_0444_UTARL_1 - Exam,MAIN,0,3
AAST,3301,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,SWSH,224,Hill,2232,2232_1_0448_UTARL_1 - Exam,MAIN,4,5
AAST,3301,2,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,SWSH,423,Randolph,2232,2232_1_0449_UTARL_1 - Exam,MAIN,0,3
AAST,3301,3,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,COBA,140,Hill,2232,2232_1_0446_UTARL_1 - Exam,MAIN,1,5
AAST,3301,4,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,SWSH,429,Schuman,2232,2232_1_0447_UTARL_1 - Exam,MAIN,0,5
AAST,3317,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SWSH,407,Shrestha,2232,2232_1_0450_UTARL_1 - Exam,MAIN,0,5
AAST,3317,18,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,SWSH,224,Kirby,2232,2232_1_0453_UTARL_1 - Exam,MAIN,0,3
AAST,3321,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,SWSH,429,Bonilla,2232,2232_1_0038_UTARL_1 - Exam,MAIN,0,1
AAST,3323,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,UH,01,Price,2232,2232_1_0455_UTARL_1 - Exam,MAIN,6,10
AAST,3338,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,UH,09,Shelton,2232,2232_1_0308_UTARL_1 - Exam,MAIN,10,10
AAST,3350,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,UH,01,Guillory,2232,2232_1_0251_UTARL_1 - Exam,MAIN,9,30
AAST,3378,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,UH,01,Garrigus,2232,2232_1_0457_UTARL_1 - Exam,MAIN,0,5
AAST,3380,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,UH,11,Owens,2232,2232_1_0027_UTARL_1 - Exam,MAIN,5,5
AAST,3386,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,UH,01,Degges,2232,2232_1_0555_UTARL_1 - Exam,MAIN,0,5
AAST,4326,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,COBA,254,Cocchiara,2232,2232_1_0458_UTARL_1 - Exam,MAIN,0,5
AAST,4326,2,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,COBA,152,-,2232,2232_1_0459_UTARL_1 - Exam,MAIN,0,5
ACCT,2301,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SEIR,298,Gonzales,2232,-,MAIN,61,61
ACCT,2301,2,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SEIR,298,Rahman,2232,-,MAIN,59,60
ACCT,2301,3,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SEIR,298,McGhee,2232,-,MAIN,63,63
ACCT,2301,4,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SEIR,198,McGhee,2232,-,MAIN,60,61
ACCT,2301,5,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SEIR,198,Zhou,2232,-,MAIN,61,61
ACCT,2301,7,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SEIR,194,McGhee,2232,-,MAIN,61,61
ACCT,2301,8,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,SEIR,294,Prachyl,2232,-,MAIN,45,72
ACCT,2302,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,5:30 PM,8:00 PM,SEIR,198,McGhee,2232,-,MAIN,63,63
ACCT,2302,2,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,5:30 PM,8:00 PM,SEIR,198,Agarwal,2232,-,MAIN,69,70
ACCT,2302,3,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,5:30 PM,8:00 PM,SEIR,298,Agarwal,2232,-,MAIN,63,63
ACCT,2302,4,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,5:30 PM,8:00 PM,SEIR,298,Yang,2232,-,MAIN,63,63
ACCT,2302,5,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,5:30 PM,8:00 PM,SEIR,194,Prachyl,2232,-,MAIN,60,60
ACCT,2302,6,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,5:30 PM,8:00 PM,SEIR,194,Rasmussen,2232,-,MAIN,37,37
ACCT,3133,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,COBA,149,Mcconnell,2232,2232_1_0075_UTARL_1 - Exam,MAIN,15,15
ACCT,3303,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,COBA,152,Chatterjee,2232,-,MAIN,49,50
ACCT,3303,2,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,COBA,152,Chatterjee,2232,-,MAIN,43,50
ACCT,3303,3,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,152,Sargent,2232,-,MAIN,48,50
ACCT,3303,4,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,149,Henderson,2232,2232_1_0076_UTARL_1 - Exam,MAIN,10,50
ACCT,3309,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,239,Bharwani,2232,-,MAIN,49,70
ACCT,3309,2,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,COBA,243,Sargent,2232,-,MAIN,70,70
ACCT,3309,4,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,COBA,348,Sargent,2232,-,MAIN,69,70
ACCT,3311,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,349,Fogel-Yaari,2232,-,MAIN,33,50
ACCT,3311,3,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,COBA,349,Fogel-Yaari,2232,-,MAIN,49,50
ACCT,3311,4,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,COBA,349,Fogel-Yaari,2232,2232_1_0077_UTARL_1 - Exam,MAIN,26,50
ACCT,3312,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,COBA,252,Hall,2232,-,MAIN,39,50
ACCT,3312,2,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,COBA,150,Hall,2232,2232_1_0557_UTARL_1 - Exam,MAIN,26,50
ACCT,3312,3,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,COBA,239,Skantz,2232,2232_1_0078_UTARL_1 - Exam,MAIN,23,50
ACCT,3315,2,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,142,Hall,2232,2232_1_0079_UTARL_1 - Exam,MAIN,46,50
ACCT,3315,3,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,139,Seat,2232,-,MAIN,27,50
ACCT,4302,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,252,Prachyl,2232,2232_1_0080_UTARL_1 - Exam,MAIN,13,30
ACCT,4302,2,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,COBA,254,Ho,2232,2232_8W2_0001_UTARL_1 - Exam,MAIN,29,30
ACCT,4302,3,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,COBA,138,Prachyl,2232,-,MAIN,30,30
ACCT,4304,2,LEC/Spring 2023 Official Final Exam,S,5/6/2023,5/6/2023,11:00 AM,1:30 PM,COBA,149,Ho,2232,2232_1_0081_UTARL_1 - Exam,MAIN,25,40
ACCT,4318,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,245W,Mcconnell,2232,2232_1_0082_UTARL_1 - Exam,MAIN,9,50
ACCT,4318,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,152,Sargent,2232,-,MAIN,49,50
ACCT,4325,2,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,239,Ji,2232,2232_8W2_0002_UTARL_1 - Exam,MAIN,33,40
ACCT,4325,3,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,141,Seat,2232,2232_1_0558_UTARL_1 - Exam,MAIN,7,25
ACCT,5133,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,COBA,149,Mcconnell,2232,2232_1_0075_UTARL_1 - Exam,MAIN,10,40
ACCT,5307,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,149,Srinidhi,2232,-,MAIN,44,50
ACCT,5307,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,COBA,149,Chakravarthy,2232,-,MAIN,45,50
ACCT,5311,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,COBA,349,Fogel-Yaari,2232,2232_1_0077_UTARL_1 - Exam,MAIN,10,20
ACCT,5312,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,COBA,239,Skantz,2232,2232_1_0078_UTARL_1 - Exam,MAIN,1,21
ACCT,5312,2,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,COBA,150,Hall,2232,2232_1_0557_UTARL_1 - Exam,MAIN,1,5
ACCT,5314,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,142,Hall,2232,2232_1_0079_UTARL_1 - Exam,MAIN,6,37
ACCT,5315,4,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,149,Henderson,2232,2232_1_0076_UTARL_1 - Exam,MAIN,9,10
ACCT,5316,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:15 PM,10:45 PM,COBA,245W,Mcconnell,2232,2232_1_0082_UTARL_1 - Exam,MAIN,17,31
ACCT,5317,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,252,Prachyl,2232,2232_1_0080_UTARL_1 - Exam,MAIN,1,20
ACCT,5317,2,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,COBA,254,Ho,2232,2232_8W2_0001_UTARL_1 - Exam,MAIN,2,20
ACCT,5319,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,COBA,253,Skantz,2232,-,MAIN,18,40
ACCT,5320,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,239,Ji,2232,2232_8W2_0002_UTARL_1 - Exam,MAIN,5,20
ACCT,5320,3,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:15 PM,10:45 PM,COBA,141,Seat,2232,2232_1_0558_UTARL_1 - Exam,MAIN,6,12
ACCT,5321,1,SEM/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,8:15 PM,10:45 PM,COBA,141,Prachyl,2232,-,MAIN,24,37
ACCT,5322,1,LEC/Spring 2023 Official Final Exam,S,5/6/2023,5/6/2023,11:00 AM,1:30 PM,COBA,149,Ho,2232,2232_1_0081_UTARL_1 - Exam,MAIN,6,20
ACCT,5324,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:15 PM,10:45 PM,COBA,151,Chakravarthy,2232,-,MAIN,7,50
ACCT,5340,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,COBA,138,Hall,2232,-,MAIN,22,37
ACCT,5341,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:15 PM,10:45 PM,COBA,141,Dollar,2232,-,MAIN,8,37
ACCT,5347,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,COBA,138,Schwemer,2232,-,MAIN,8,37
ACCT,5392,1,SEM/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:15 PM,10:45 PM,COBA,349,Henderson,2232,-,MAIN,19,40
ACCT,6311,6,SEM/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,COBA,140,Nagarajan,2232,-,MAIN,5,25
ADVT,2337,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,COBA,348,Jordan,2232,-,MAIN,68,139
ADVT,3304,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,FA,411,Gans,2232,-,MAIN,8,20
ADVT,3304,2,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,FA,411,Gans,2232,-,MAIN,15,16
ADVT,3305,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,FA,409,Ingram,2232,-,MAIN,22,40
ADVT,3306,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,FA,404,McEuen,2232,-,MAIN,15,20
ADVT,3306,2,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,FA,404,McEuen,2232,-,MAIN,8,20
ADVT,3308,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,FA,404,McEuen,2232,-,MAIN,19,20
ADVT,4300,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,FA,265,Jordan,2232,-,MAIN,19,24
ADVT,4301,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,FA,409,Jordan,2232,-,MAIN,18,20
AE,5101,1,SEM/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,LS,102,Jain,2232,2232_1_0319_UTARL_1 - Exam,MAIN,14,15
AE,5300,215,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,NH,229,Zhang,2232,2232_1_0345_UTARL_1 - Exam,MAIN,1,10
AE,5300,302,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,NH,106,Dennis,2232,2232_1_0313_UTARL_1 - Exam,MAIN,2,10
AE,5300,303,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,COBA,245E,Han,2232,2232_1_0314_UTARL_1 - Exam,MAIN,1,10
AE,5300,304,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,NH,109,Benavides,2232,2232_1_0315_UTARL_1 - Exam,MAIN,1,10
AE,5300,309,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:00 AM,10:30 AM,NH,108,Santhanagopalan,2232,2232_1_0484_UTARL_1 - Exam,MAIN,2,10
AE,5300,312,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,NH,108,Shayesteh Moghaddam,2232,2232_1_0311_UTARL_1 - Exam,MAIN,0,10
AE,5300,314,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,NH,109,Bowling,2232,2232_1_0316_UTARL_1 - Exam,MAIN,0,10
AE,5300,315,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,ERB,131,Kilmain,2232,2232_1_0580_UTARL_1 - Exam,MAIN,1,5
AE,5300,321,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,SWSH,105,Fox,2232,2232_1_0317_UTARL_1 - Exam,MAIN,2,10
AE,5300,323,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,NH,109,Bowling,2232,2232_1_0312_UTARL_1 - Exam,MAIN,0,10
AE,5301,3,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,SWSH,104,Wang,2232,2232_1_0349_UTARL_1 - Exam,MAIN,0,10
AE,5301,6,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,NH,229,Bozlar,2232,2232_1_0350_UTARL_1 - Exam,MAIN,2,10
AE,5301,10,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,NH,110,Wang,2232,2232_1_0343_UTARL_1 - Exam,MAIN,0,10
AE,5301,16,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,WH,208,Lu,2232,2232_1_0344_UTARL_1 - Exam,MAIN,4,20
AE,5303,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,GACB,105,Mudunuri,2232,2232_1_0322_UTARL_1 - Exam,MAIN,3,30
AE,5310,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,GACB,103,Wang,2232,2232_1_0338_UTARL_1 - Exam,MAIN,8,30
AE,5311,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,GACB,105,Wang,2232,2232_1_0339_UTARL_1 - Exam,MAIN,8,30
AE,5314,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,ERB,131,Huang,2232,2232_1_0352_UTARL_1 - Exam,MAIN,7,10
AE,5326,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,WH,221,Wilson,2232,2232_1_0340_UTARL_1 - Exam,MAIN,14,20
AE,5327,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,SH,205,Dennis,2232,2232_1_0351_UTARL_1 - Exam,MAIN,9,20
AE,5329,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,8:00 AM,10:30 AM,NH,202,Taylor,2232,2232_1_0347_UTARL_1 - Exam,MAIN,10,10
AE,5332,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,WH,311,Tong,2232,2232_1_0320_UTARL_1 - Exam,MAIN,17,30
AE,5335,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,ERB,129,Chakravarthy,2232,2232_1_0348_UTARL_1 - Exam,MAIN,6,10
AE,5339,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,GACB,105,Raihan,2232,2232_1_0332_UTARL_1 - Exam,MAIN,1,30
AE,5347,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,5:30 PM,8:00 PM,ERB,130,Mejia,2232,2232_1_0321_UTARL_1 - Exam,MAIN,4,15
AE,5362,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,ERB,130,Subbarao,2232,2232_1_0335_UTARL_1 - Exam,MAIN,21,30
AE,5379,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,LS,124,Huff,2232,2232_1_0293_UTARL_1 - Exam,MAIN,1,10
AE,5381,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,TH,02,Barigala Charles Paulraj,2232,2232_1_0569_UTARL_1 - Exam,MAIN,7,20
AE,5400,405,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,SH,332,Chakravarthy,2232,2232_1_0318_UTARL_1 - Exam,MAIN,2,20
ANTH,1200,1,PRA/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:00 AM,10:30 AM,UH,16,Nuncio,2232,2232_1_0303_UTARL_1 - Exam,MAIN,4,15
ANTH,1306,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,UH,11,Nuncio,2232,-,MAIN,37,100
ANTH,2307,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,UH,09,Smith,2232,-,MAIN,20,45
ANTH,2322,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,SWSH,225,Adkins,2232,-,MAIN,51,60
ANTH,2322,2,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,PKH,105,Khanduri,2232,-,MAIN,46,60
ANTH,2322,3,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,SWSH,225,Adkins,2232,-,MAIN,60,60
ANTH,2322,4,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,PKH,111,Khanduri,2232,-,MAIN,23,60
ANTH,2339,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,SWSH,225,Lemke,2232,-,MAIN,56,60
ANTH,2339,2,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,UH,10,Gallagher,2232,2232_1_0565_UTARL_1 - Exam,MAIN,8,60
ANTH,3307,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,LS,424,Smith,2232,2232_1_0088_UTARL_1 - Exam,MAIN,13,37
ANTH,3310,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,11:00 AM,1:30 PM,UH,14,Zlolniski,2232,2232_1_0570_UTARL_1 - Exam,MAIN,5,10
ANTH,3334,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,PKH,109,Khanduri,2232,-,MAIN,9,50
ANTH,3336,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,SWSH,225,Adkins,2232,-,MAIN,32,50
ANTH,3341,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,UH,321,Speier,2232,-,MAIN,14,20
ANTH,3346,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,PKH,109,Speier,2232,-,MAIN,13,50
ANTH,3348,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,PKH,109,Zlolniski,2232,-,MAIN,12,50
ANTH,3355,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,2:00 PM,4:30 PM,PKH,107,Gallagher,2232,2232_1_0566_UTARL_1 - Exam,MAIN,10,50
ANTH,3356,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,UH,09,Nuncio,2232,-,MAIN,21,50
ANTH,3359,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,5:30 PM,8:00 PM,UH,11,Lemke,2232,-,MAIN,24,35
ARAB,2310,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,2:00 PM,4:30 PM,TH,218,Shishakly,2232,-,MAIN,24,25
ARAB,2391,2,IND/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,TH,219,Shishakly,2232,-,MAIN,5,25
ARAB,3311,1,LEC/Spring 2023 Official Final Exam,F,5/5/2023,5/5/2023,8:00 AM,10:30 AM,TH,307,Smith,2232,2232_1_0212_UTARL_1 - Exam,MAIN,0,1
ARAB,3312,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,8:00 AM,10:30 AM,TH,218,Shishakly,2232,-,MAIN,8,25
ARAB,3345,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,11:00 AM,1:30 PM,TH,307,Carpenter,2232,2232_1_0213_UTARL_1 - Exam,MAIN,2,2
ARCH,2304,1,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,MAC,206,Klahr,2232,2232_1_0516_UTARL_1 - Exam,MAIN,182,230
ARCH,3324,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,8:00 AM,10:30 AM,ARCH,204,Saleh,2232,2232_1_0517_UTARL_1 - Exam,MAIN,99,120
ARCH,3336,1,LEC/Spring 2023 Official Final Exam,M,5/8/2023,5/8/2023,2:00 PM,4:30 PM,ARCH,401,Saleh,2232,-,MAIN,54,60
ARCH,3357,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,ARCH,109,Makhmalbaf,2232,-,MAIN,20,20
ARCH,3361,1,LEC/Spring 2023 Official Final Exam,W,5/10/2023,5/10/2023,5:30 PM,8:00 PM,ARCH,204,Nelson,2232,2232_1_0518_UTARL_1 - Exam,MAIN,78,120
ARCH,3364,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,11:00 AM,1:30 PM,ARCH,204,Chiessa,2232,2232_1_0519_UTARL_1 - Exam,MAIN,98,120
ARCH,4311,1,LEC/Spring 2023 Official Final Exam,R,5/4/2023,5/4/2023,2:00 PM,4:30 PM,ARCH,330,Jenewein,2232,2232_1_0520_UTARL_1 - Exam,MAIN,8,9
ARCH,4311,2,LEC/Spring 2023 Official Final Exam,T,5/9/2023,5/9/2023,11:00 AM,1:30 PM,ARCH,404,Emery-McClure,2232,2232_1_0524_UTARL_1 - Exam,MAIN,8,8
