Subject,Course,Section,MeetingType,DaysMet,StartDate,EndDate,StartTime,EndTime,Building,Room,Instructor,Term,Cross-List,Status,Campus,Enrollment,"Max
Enrollment","Course
OfferingId"
COMM,3310,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,FA,409,Jones,2242,-,Scheduled,MAIN,13,139,30219.0
COMM,3315,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,FA,409,Brannon,2242,-,Scheduled,MAIN,25,42,23733.0
COMM,4305,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,FA,327,Sinta Morales,2242,-,Scheduled,MAIN,34,40,31697.0
COMM,4306,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,ARCH,401,Harp,2242,2242_1_0503_UTARL_1 - Exam,Scheduled,MAIN,20,40,26258.0
COMM,4335,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,FA,414,Chatterjee,2242,-,Scheduled,MAIN,14,30,26259.0
COMM,4393,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,FA,327,Chatterjee,2242,-,Scheduled,MAIN,14,25,30784.0
COMM,5306,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,FA,303,Clark,2242,-,Scheduled,MAIN,9,15,21930.0
COMM,5335,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,FA,327A,Horton,2242,-,Scheduled,MAIN,11,15,31698.0
COMM,5349,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,FA,122,Su,2242,-,Scheduled,MAIN,9,15,30220.0
COMS,1301,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:00 AM,10:30 AM,FA,327A,Pirkle,2242,-,Scheduled,MAIN,28,28,32568.0
COMS,1301,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,FA,327,Wooten Young,2242,-,Scheduled,MAIN,21,28,20312.0
COMS,1301,3,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,FA,327A,Pirkle,2242,-,Scheduled,MAIN,28,28,20313.0
COMS,1301,4,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,FA,327,Wooten Young,2242,-,Scheduled,MAIN,26,28,22266.0
COMS,1301,5,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,FA,327,Wooten Young,2242,-,Scheduled,MAIN,26,28,20314.0
COMS,1301,7,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,FA,327A,Pirkle,2242,-,Scheduled,MAIN,28,28,28703.0
COMS,1301,12,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,LS,424,Blount,2242,-,Scheduled,MAIN,27,28,28712.0
COMS,1301,13,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,EES,109,Nyamandi,2242,-,Scheduled,MAIN,26,28,28713.0
COMS,1301,14,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,EES,233,Nyamandi,2242,-,Scheduled,MAIN,28,28,28714.0
COMS,1301,15,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,UH,08,Kapellusch,2242,-,Scheduled,MAIN,28,28,28715.0
COMS,1301,16,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,UH,14,Kapellusch,2242,-,Scheduled,MAIN,27,28,28716.0
COMS,2302,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:00 AM,10:30 AM,FA,122,Ricks,2242,-,Scheduled,MAIN,27,28,20323.0
COMS,2302,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,FA,414,White,2242,-,Scheduled,MAIN,28,28,20324.0
COMS,2302,4,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,UH,02,Blount,2242,-,Scheduled,MAIN,28,28,28718.0
COMS,2302,5,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,FA,414,White,2242,-,Scheduled,MAIN,28,28,20325.0
COMS,2302,6,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,UH,02,Blount,2242,-,Scheduled,MAIN,28,28,29401.0
COMS,2302,7,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,FA,122,Ricks,2242,-,Scheduled,MAIN,27,28,28719.0
COMS,2302,8,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,FA,327A,White,2242,-,Scheduled,MAIN,26,28,28720.0
COMS,2302,9,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,FA,327,Ricks,2242,-,Scheduled,MAIN,28,28,28721.0
COMS,2302,11,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,SH,125,Ricks,2242,-,Scheduled,MAIN,28,28,28723.0
COMS,2302,12,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,FA,122,Long,2242,-,Scheduled,MAIN,28,28,28724.0
COMS,2302,13,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,FA,414,James,2242,-,Scheduled,MAIN,28,28,28725.0
COMS,2302,14,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,FA,414,James,2242,-,Scheduled,MAIN,27,28,28726.0
COMS,2302,15,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,FA,327A,Dase,2242,-,Scheduled,MAIN,28,28,28727.0
COMS,2302,16,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,FA,327A,Dase,2242,-,Scheduled,MAIN,28,28,28728.0
COMS,2302,17,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,FA,327A,Dase,2242,-,Scheduled,MAIN,28,28,28729.0
COMS,2302,18,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,FA,327A,Dase,2242,-,Scheduled,MAIN,28,28,28730.0
COMS,2302,19,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,5:30 PM,8:00 PM,FA,122,Long,2242,-,Scheduled,MAIN,27,28,28731.0
COMS,2302,20,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,FA,2102A,Ortiz,2242,-,Scheduled,MAIN,28,28,29940.0
COMS,2302,21,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,FA,414,James,2242,-,Scheduled,MAIN,28,28,29939.0
COMS,2302,23,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,FA,414,James,2242,-,Scheduled,MAIN,28,28,32569.0
COMS,2302,24,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,FA,2102A,Ortiz,2242,-,Scheduled,MAIN,27,28,32989.0
COMS,2304,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,LS,428,Blount,2242,-,Scheduled,MAIN,25,28,20319.0
COMS,2305,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,FA,122,Kapellusch,2242,-,Scheduled,MAIN,28,28,20320.0
COMS,2305,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,UH,08,Kapellusch,2242,-,Scheduled,MAIN,28,28,20321.0
COMS,2305,3,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,FA,327A,Pirkle,2242,-,Scheduled,MAIN,28,28,20322.0
COMS,3309,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,FA,2102A,Zhan,2242,-,Scheduled,MAIN,22,28,22762.0
COMS,3310,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,SWSH,423,Chatterjee,2242,-,Scheduled,MAIN,28,28,20329.0
COMS,3316,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,FA,409,Brannon,2242,-,Scheduled,MAIN,28,28,29402.0
COMS,3320,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,SH,125,Ricks,2242,-,Scheduled,MAIN,19,24,24090.0
COMS,3321,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,FA,414,Cummins,2242,-,Scheduled,MAIN,17,28,31699.0
COMS,4315,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,FA,265,Cummins,2242,-,Scheduled,MAIN,19,18,20330.0
COMS,4320,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,FA,327,Zhan,2242,-,Scheduled,MAIN,12,28,20331.0
CRCJ,2334,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,UH,11,Wang,2242,-,Scheduled,MAIN,52,80,26231.0
CRCJ,2335,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,UH,10,Hall,2242,-,Scheduled,MAIN,80,80,32179.0
CRCJ,3300,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,PKH,102,Gullion,2242,-,Scheduled,MAIN,48,80,23170.0
CRCJ,3338,3,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,UH,10,Hall,2242,-,Scheduled,MAIN,61,80,29240.0
CRCJ,3340,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,2:00 PM,4:30 PM,UH,08,Jeong,2242,-,Scheduled,MAIN,21,40,21348.0
CRCJ,3350,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,UH,25,Pederson,2242,-,Scheduled,MAIN,42,40,26546.0
CRCJ,3371,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,LS,436,Eddings,2242,-,Scheduled,MAIN,19,19,27459.0
CRCJ,3380,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,UH,10,Owens,2242,2242_1_0338_UTARL_1 - Exam,Scheduled,MAIN,70,70,28701.0
CRCJ,4303,1,PRA/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,TH,303,White,2242,-,Scheduled,MAIN,11,20,28702.0
CRCJ,4340,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,TH,115,Eddings,2242,-,Scheduled,MAIN,74,80,21355.0
CRCJ,4343,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,LS,436,Eddings,2242,-,Scheduled,MAIN,19,19,23171.0
CRCJ,4387,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,UH,01,Branch,2242,-,Scheduled,MAIN,32,35,32176.0
CRCJ,4387,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:15 PM,10:45 PM,UH,10,Jackson McDougle,2242,-,Scheduled,MAIN,50,80,32177.0
CRCJ,5310,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:15 PM,10:45 PM,UH,08,Jeong,2242,-,Scheduled,MAIN,10,20,23172.0
CRCJ,5342,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:15 PM,10:45 PM,UH,321,Bing,2242,-,Scheduled,MAIN,10,20,32178.0
CRCJ,5393,1,SEM/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:15 PM,10:45 PM,UH,13,Kelsay,2242,-,Scheduled,MAIN,9,20,30120.0
CSE,1310,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,NH,203,French,2242,-,Scheduled,MAIN,56,55,24624.0
CSE,1310,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,WH,311,French,2242,-,Scheduled,MAIN,55,55,24092.0
CSE,1310,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,PKH,319,Conly,2242,-,Scheduled,MAIN,55,55,24611.0
CSE,1310,4,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,SH,331,Stefan,2242,-,Scheduled,MAIN,54,55,24616.0
CSE,1310,5,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,SEIR,194,Galib,2242,-,Scheduled,MAIN,92,140,23660.0
CSE,1310,6,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,WH,311,French,2242,-,Scheduled,MAIN,56,55,32002.0
CSE,1320,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,NH,229,Torres,2242,-,Scheduled,MAIN,64,64,24612.0
CSE,1320,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,NH,109,Apostolova,2242,-,Scheduled,MAIN,64,64,23679.0
CSE,1320,3,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,COBA,239,Stefan,2242,-,Scheduled,MAIN,64,64,32003.0
CSE,1320,4,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,NH,202,Apostolova,2242,-,Scheduled,MAIN,64,64,32495.0
CSE,1320,5,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,NH,108,Roy,2242,-,Scheduled,MAIN,70,70,25703.0
CSE,1320,6,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,NH,109,Apostolova,2242,-,Scheduled,MAIN,66,64,24636.0
CSE,1320,7,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,WH,311,French,2242,-,Scheduled,MAIN,60,60,24637.0
CSE,1320,8,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,ERB,130,Jain,2242,-,Scheduled,MAIN,39,40,33114.0
CSE,1325,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,WH,402,Apostolova,2242,-,Scheduled,MAIN,82,80,27604.0
CSE,1325,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,NH,203,Rice,2242,-,Scheduled,MAIN,49,50,23685.0
CSE,1325,3,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,NH,203,Rice,2242,-,Scheduled,MAIN,50,50,23700.0
CSE,1325,4,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,WH,402,Apostolova,2242,-,Scheduled,MAIN,58,80,25810.0
CSE,2315,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,SWSH,221,Santra,2242,-,Scheduled,MAIN,59,60,27954.0
CSE,2315,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,WH,311,Parwez,2242,-,Scheduled,MAIN,54,60,27043.0
CSE,2315,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,SWSH,104,Brezeale,2242,-,Scheduled,MAIN,59,60,23687.0
CSE,2315,4,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,NH,203,Cross,2242,-,Scheduled,MAIN,60,60,24634.0
CSE,2315,6,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,PKH,110,Santra,2242,-,Scheduled,MAIN,60,60,29397.0
CSE,2315,8,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,NH,229,Cross,2242,-,Scheduled,MAIN,55,55,29916.0
CSE,2440,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,WH,311,Parwez,2242,-,Scheduled,MAIN,47,54,24627.0
CSE,3302,2,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,NH,110,French,2242,-,Scheduled,MAIN,72,72,26604.0
CSE,3302,3,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,SH,121,French,2242,-,Scheduled,MAIN,71,72,24614.0
CSE,3310,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,ERB,131,Khalili Najafabadi,2242,-,Scheduled,MAIN,44,45,21191.0
CSE,3310,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,NH,108,Davis,2242,-,Scheduled,MAIN,53,60,31049.0
CSE,3310,3,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,NH,229,Davis,2242,-,Scheduled,MAIN,58,60,32704.0
CSE,3310,4,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,NH,229,Davis,2242,-,Scheduled,MAIN,60,60,26004.0
CSE,3311,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,ARCH,401,Kung,2242,-,Scheduled,MAIN,52,55,32252.0
CSE,3311,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,ERB,130,Csallner,2242,-,Scheduled,MAIN,41,45,24790.0
CSE,3313,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,GACB,103,Mitchell,2242,-,Scheduled,MAIN,47,55,21968.0
CSE,3313,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,GACB,103,Mitchell,2242,-,Scheduled,MAIN,52,55,32664.0
CSE,3314,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,NH,112,Cross,2242,-,Scheduled,MAIN,45,45,30413.0
CSE,3314,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,NH,112,Cross,2242,-,Scheduled,MAIN,22,45,30414.0
CSE,3314,4,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,NH,203,Cross,2242,-,Scheduled,MAIN,45,45,30415.0
CSE,3315,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,NH,229,Barasch,2242,-,Scheduled,MAIN,46,50,21192.0
CSE,3315,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,NH,112,Barasch,2242,-,Scheduled,MAIN,51,50,23823.0
CSE,3315,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,SH,332,Barasch,2242,-,Scheduled,MAIN,50,50,26778.0
CSE,3315,4,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,SWSH,105,Koone,2242,-,Scheduled,MAIN,49,50,32503.0
CSE,3318,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,CH,106,Stefan,2242,-,Scheduled,MAIN,79,80,21188.0
CSE,3318,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,UH,11,Stefan,2242,-,Scheduled,MAIN,80,80,23297.0
CSE,3318,3,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,LS,100,Weems,2242,-,Scheduled,MAIN,59,60,30990.0
CSE,3318,4,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,COBA,245W,Arslan,2242,-,Scheduled,MAIN,33,50,32992.0
CSE,3320,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,WH,402,Bakker,2242,-,Scheduled,MAIN,76,75,21193.0
CSE,3320,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:15 PM,10:45 PM,NH,229,Mufti,2242,-,Scheduled,MAIN,27,60,24064.0
CSE,3320,3,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,WH,402,Bakker,2242,-,Scheduled,MAIN,75,75,24643.0
CSE,3320,4,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,NH,202,Jiang,2242,-,Scheduled,MAIN,60,60,32183.0
CSE,3323,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,WH,208,Meszko,2242,-,Scheduled,MAIN,30,36,24649.0
CSE,3330,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,NH,110,Jain,2242,2242_1_0243_UTARL_1 - Exam,Scheduled,MAIN,30,30,26575.0
CSE,3330,2,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,WH,311,Park,2242,-,Scheduled,MAIN,49,50,32485.0
CSE,3330,4,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,COBA,245E,Badrachalam,2242,-,Scheduled,MAIN,51,50,27605.0
CSE,3330,7,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,WH,404,Jain,2242,2242_1_0244_UTARL_1 - Exam,Scheduled,MAIN,22,23,31574.0
CSE,3341,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,WH,308,Carroll,2242,2242_1_0234_UTARL_1 - Exam,Scheduled,MAIN,25,28,30774.0
CSE,3380,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,NH,108,Dillhoff,2242,-,Scheduled,MAIN,69,70,22860.0
CSE,3380,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,NH,108,Dillhoff,2242,-,Scheduled,MAIN,70,70,26541.0
CSE,3392,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,NH,229,Torres,2242,-,Scheduled,MAIN,39,45,26542.0
CSE,3442,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,ERB,129,Losh,2242,-,Scheduled,MAIN,30,45,24132.0
CSE,4303,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,NH,105,Dalio,2242,2242_1_0236_UTARL_1 - Exam,Scheduled,MAIN,92,95,32004.0
CSE,4305,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,SWSH,225,Dalio,2242,2242_1_0237_UTARL_1 - Exam,Scheduled,MAIN,32,80,32005.0
CSE,4308,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,NH,202,Gopikrishna,2242,-,Scheduled,MAIN,60,60,24330.0
CSE,4308,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:15 PM,10:45 PM,NH,202,Gopikrishna,2242,2242_1_0241_UTARL_1 - Exam,Scheduled,MAIN,28,30,26573.0
CSE,4308,3,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,NH,106,Gopikrishna,2242,2242_1_0242_UTARL_1 - Exam,Scheduled,MAIN,39,40,26930.0
CSE,4309,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,NH,108,Dalio,2242,-,Scheduled,MAIN,13,60,28927.0
CSE,4310,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,NH,108,Dillhoff,2242,-,Scheduled,MAIN,54,55,25691.0
CSE,4316,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,SWSH,406,Gieser,2242,-,Scheduled,MAIN,10,30,21195.0
CSE,4317,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,WH,210,McMurrough,2242,-,Scheduled,MAIN,32,30,21197.0
CSE,4317,3,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,WH,221,Conly,2242,-,Scheduled,MAIN,35,30,22412.0
CSE,4317,5,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,SWSH,407,Gieser,2242,-,Scheduled,MAIN,30,30,23641.0
CSE,4317,6,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,SWSH,407,Gieser,2242,-,Scheduled,MAIN,30,30,23642.0
CSE,4321,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,SH,121,Sullivan,2242,-,Scheduled,MAIN,87,90,30927.0
CSE,4322,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,NH,202,Siok,2242,-,Scheduled,MAIN,48,55,24630.0
CSE,4323,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,NH,202,Islam,2242,-,Scheduled,MAIN,55,60,24065.0
CSE,4331,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,NH,203,Santra,2242,2242_1_0260_UTARL_1 - Exam,Scheduled,MAIN,11,15,29400.0
CSE,4334,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,NH,112,Zaruba,2242,-,Scheduled,MAIN,49,50,25342.0
CSE,4334,5,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,NH,203,Arslan,2242,2242_1_0524_UTARL_1 - Exam,Scheduled,MAIN,7,15,33013.0
