Subject,Course,Section,MeetingType,DaysMet,StartDate,EndDate,StartTime,EndTime,Building,Room,Instructor,Term,Cross-List,Status,Campus,Enrollment,"Max
Enrollment","Course
OfferingId"
ENGL,1302,66,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,TH,216,Giles,2242,-,Scheduled,MAIN,24,24,20517.0
ENGL,1302,67,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,TH,1,Tettleton,2242,-,Scheduled,MAIN,24,24,20528.0
ENGL,1302,69,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,PH,207,Vila-Young,2242,-,Scheduled,MAIN,23,24,20529.0
ENGL,1302,73,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,TH,1,Kasper,2242,-,Scheduled,MAIN,24,24,20531.0
ENGL,1302,75,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,TH,102,Vila-Young,2242,-,Scheduled,MAIN,24,24,23276.0
ENGL,1302,84,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,TH,216,Giles,2242,-,Scheduled,MAIN,24,24,29339.0
ENGL,1350,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,PH,100,Arroyo,2242,-,Scheduled,MAIN,20,20,30036.0
ENGL,1350,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,TH,102,Kasper,2242,-,Scheduled,MAIN,18,20,30037.0
ENGL,1375,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,TH,2,Hooks,2242,-,Scheduled,MAIN,16,16,27337.0
ENGL,1375,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,TH,212,Woodard,2242,-,Scheduled,MAIN,16,16,28669.0
ENGL,1375,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,TH,20,Hooks,2242,-,Scheduled,MAIN,16,16,28670.0
ENGL,1375,4,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,TH,118,Arroyo,2242,-,Scheduled,MAIN,16,16,28671.0
ENGL,1375,7,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,UH,13,Arroyo,2242,-,Scheduled,MAIN,16,16,31642.0
ENGL,2303,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,PH,210,O'Donnell,2242,-,Scheduled,MAIN,18,34,30044.0
ENGL,2303,4,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,PH,210,Shelton,2242,-,Scheduled,MAIN,34,34,30045.0
ENGL,2303,6,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,PH,210,Mariboho,2242,2242_1_0184_UTARL_1 - Exam,Scheduled,MAIN,29,29,30046.0
ENGL,2303,8,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,PH,210,Shaffer,2242,-,Scheduled,MAIN,13,34,32291.0
ENGL,2309,4,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,PH,210,Kim,2242,-,Scheduled,MAIN,32,34,27291.0
ENGL,2319,5,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,PH,210,Hogue,2242,-,Scheduled,MAIN,34,34,27292.0
ENGL,2329,8,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,PH,210,Tettleton,2242,-,Scheduled,MAIN,32,34,27333.0
ENGL,2338,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,PH,310,Shaffer,2242,-,Scheduled,MAIN,22,22,25250.0
ENGL,2338,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,PH,310,Nicklin,2242,-,Scheduled,MAIN,22,22,21964.0
ENGL,2338,3,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,PH,310,Fatzinger,2242,-,Scheduled,MAIN,22,22,21965.0
ENGL,2338,5,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,PH,310,Nicklin,2242,-,Scheduled,MAIN,21,22,21966.0
ENGL,2338,7,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,PH,310,Fatzinger,2242,-,Scheduled,MAIN,22,22,21967.0
ENGL,2338,9,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,PH,310,Fatzinger,2242,-,Scheduled,MAIN,22,22,22868.0
ENGL,2338,11,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,PH,310,Nicklin,2242,-,Scheduled,MAIN,20,22,23375.0
ENGL,2338,12,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,PH,310,Fatzinger,2242,-,Scheduled,MAIN,21,22,23390.0
ENGL,2338,13,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,PH,310,Fatzinger,2242,-,Scheduled,MAIN,22,22,23391.0
ENGL,3300,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,PH,103,Smith,2242,-,Scheduled,MAIN,24,26,31643.0
ENGL,3300,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,PH,210,Mariboho,2242,2242_1_0184_UTARL_1 - Exam,Scheduled,MAIN,5,5,32233.0
ENGL,3333,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,TH,204,Martin,2242,-,Scheduled,MAIN,14,20,24375.0
ENGL,3333,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,TH,21,May,2242,2242_1_0183_UTARL_1 - Exam,Scheduled,MAIN,12,15,28672.0
ENGL,3333,4,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,PH,100,Matheson,2242,-,Scheduled,MAIN,20,20,24377.0
ENGL,3346,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,PH,210,Murrah-Mandril,2242,2242_1_0179_UTARL_1 - Exam,Scheduled,MAIN,10,21,31644.0
ENGL,3350,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,PH,100,O'Donnell,2242,-,Scheduled,MAIN,22,20,20539.0
ENGL,3350,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,TH,102,Ingram,2242,-,Scheduled,MAIN,11,20,20540.0
ENGL,3350,3,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,TH,23,Ingram,2242,-,Scheduled,MAIN,7,20,20541.0
ENGL,3364,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,PH,207,Kasper,2242,2242_1_0182_UTARL_1 - Exam,Scheduled,MAIN,15,21,31645.0
ENGL,3368,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,TH,204,Phelps,2242,2242_1_0180_UTARL_1 - Exam,Scheduled,MAIN,8,10,32234.0
ENGL,3368,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,TH,204,Reeder,2242,2242_1_0181_UTARL_1 - Exam,Scheduled,MAIN,7,8,32235.0
ENGL,3371,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,PH,100,Warren,2242,-,Scheduled,MAIN,23,22,22505.0
ENGL,3374,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,PH,100,Shelton,2242,-,Scheduled,MAIN,15,22,31646.0
ENGL,3375,4,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,TH,212,Bernhard,2242,-,Scheduled,MAIN,18,16,24378.0
ENGL,3375,5,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,TH,212,Arroyo,2242,-,Scheduled,MAIN,19,16,32180.0
ENGL,3384,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,PH,100,Martin,2242,-,Scheduled,MAIN,10,20,22813.0
ENGL,3384,3,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,TH,21,Morris,2242,-,Scheduled,MAIN,20,20,22814.0
ENGL,3386,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,TH,2,Brittain,2242,-,Scheduled,MAIN,20,22,31647.0
ENGL,4322,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,TH,119,Hogue,2242,-,Scheduled,MAIN,25,26,31648.0
ENGL,4326,3,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,PH,103,Tigner,2242,-,Scheduled,MAIN,14,26,27469.0
ENGL,4330,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,TH,212,Kopchick,2242,-,Scheduled,MAIN,13,16,30047.0
ENGL,4337,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,TH,212,Harrison,2242,2242_1_0109_UTARL_1 - Exam,Scheduled,MAIN,7,10,31649.0
ENGL,4337,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,PH,200,Mariboho,2242,-,Scheduled,MAIN,23,26,31650.0
ENGL,4341,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,PH,207,Warren,2242,-,Scheduled,MAIN,24,26,31651.0
ENGL,4345,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,PH,207,Warren,2242,-,Scheduled,MAIN,26,26,31652.0
ENGL,4347,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,UH,13,Kopchick,2242,-,Scheduled,MAIN,14,16,31653.0
ENGL,4349,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,TH,211,Bernhard,2242,-,Scheduled,MAIN,16,16,28674.0
ENGL,4366,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,PH,103,Johnson,2242,-,Scheduled,MAIN,19,26,20544.0
ENGL,4372,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,TH,102,Ponce,2242,-,Scheduled,MAIN,14,22,31654.0
ENGL,4399,1,SEM/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,TH,212,Kulesz,2242,-,Scheduled,MAIN,14,15,22428.0
ENGL,4399,2,SEM/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,TH,216,Matheson,2242,-,Scheduled,MAIN,11,15,22429.0
ENGL,5308,1,SEM/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,2:00 PM,4:30 PM,TH,101,Tigner,2242,-,Scheduled,MAIN,6,13,31658.0
ENGL,5310,1,SEM/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,5:30 PM,8:00 PM,TH,21,Morris,2242,-,Scheduled,MAIN,11,13,31656.0
ENGL,5333,1,SEM/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,TH,212,Hodges,2242,-,Scheduled,MAIN,9,13,31657.0
ENGL,6339,1,SEM/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,TH,118,May,2242,-,Scheduled,MAIN,5,13,27471.0
ENGL,6375,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,TH,202,OReilly,2242,-,Scheduled,MAIN,9,13,31660.0
ENGL,6389,1,SEM/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,5:30 PM,8:00 PM,PH,207,Murrah-Mandril,2242,-,Scheduled,MAIN,25,30,27474.0
ENGR,1101,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,SEIR,198,Tiernan,2242,-,Scheduled,MAIN,139,300,25848.0
ENGR,1101,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,SEIR,198,Patterson,2242,-,Scheduled,MAIN,92,300,25849.0
ENVR,1301,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,EES,100,Schargel,2242,-,Scheduled,MAIN,80,120,24621.0
ENVR,1330,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,EES,100,Winguth,2242,2242_1_0049_UTARL_1 - Exam,Scheduled,MAIN,25,60,25607.0
ENVR,2314,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,EES,104,Kim,2242,-,Scheduled,MAIN,20,48,30719.0
ENVR,4308,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,EES,104,Hunt,2242,2242_1_0067_UTARL_1 - Exam,Scheduled,MAIN,5,30,30718.0
ENVR,4312,1,SEM/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,EES,104,Tramm,2242,2242_1_0490_UTARL_1 - Exam,Scheduled,MAIN,0,0,30722.0
ENVR,4458,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,EES,244,Shen,2242,2242_1_0063_UTARL_1 - Exam,Scheduled,MAIN,7,10,28869.0
ESST,2300,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,2:00 PM,4:30 PM,ARCH,401,Lewis,2242,-,Scheduled,MAIN,25,35,27336.0
EVSE,5309,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,EES,233,Baker,2242,-,Scheduled,MAIN,3,10,21641.0
EVSE,5310,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,EES,104,Hunt,2242,2242_1_0067_UTARL_1 - Exam,Scheduled,MAIN,4,5,29411.0
EVSE,5311,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,EES,100,Korchinski,2242,2242_1_0050_UTARL_1 - Exam,Scheduled,MAIN,1,5,21933.0
EVSE,5312,1,SEM/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,EES,104,Tramm,2242,2242_1_0490_UTARL_1 - Exam,Scheduled,MAIN,0,0,27761.0
EVSE,5458,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:00 AM,10:30 AM,EES,244,Shen,2242,2242_1_0063_UTARL_1 - Exam,Scheduled,MAIN,5,5,28871.0
FINA,2330,3,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,COBA,153,Isbell,2242,-,Scheduled,MAIN,12,40,23599.0
FINA,3311,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,COBA,255,Aroul,2242,-,Scheduled,MAIN,69,72,31679.0
FINA,3313,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,2:00 PM,4:30 PM,COBA,348,Du,2242,-,Scheduled,MAIN,74,75,20332.0
FINA,3313,3,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,COBA,348,Berard,2242,-,Scheduled,MAIN,75,75,20333.0
FINA,3313,4,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,COBA,348,Berard,2242,-,Scheduled,MAIN,74,75,20334.0
FINA,3313,5,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,COBA,348,Du,2242,-,Scheduled,MAIN,75,75,28091.0
FINA,3313,6,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,COBA,142,Kapur,2242,-,Scheduled,MAIN,60,75,20335.0
FINA,3313,7,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,COBA,348,Kone,2242,-,Scheduled,MAIN,75,75,30227.0
FINA,3313,8,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,COBA,348,Aroul,2242,-,Scheduled,MAIN,74,75,31682.0
FINA,3313,9,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,COBA,348,Paydarzarnaghi,2242,-,Scheduled,MAIN,24,75,32431.0
FINA,3315,2,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,2:00 PM,4:30 PM,COBA,241,Adams,2242,-,Scheduled,MAIN,29,72,30228.0
FINA,3315,3,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,COBA,243,Thompson,2242,-,Scheduled,MAIN,22,72,20337.0
FINA,3315,4,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,COBA,255,Sarkar,2242,-,Scheduled,MAIN,72,72,31683.0
FINA,3317,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,COBA,256,Thai,2242,-,Scheduled,MAIN,55,65,20338.0
FINA,3317,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,COBA,243,Thompson,2242,-,Scheduled,MAIN,44,65,20339.0
FINA,3317,3,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,COBA,239,Thai,2242,-,Scheduled,MAIN,33,65,31684.0
FINA,4311,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,COBA,139,Rakowski,2242,-,Scheduled,MAIN,34,35,27567.0
FINA,4315,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,COBA,256,Du,2242,-,Scheduled,MAIN,68,70,20340.0
FINA,4315,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,COBA,241,Du,2242,-,Scheduled,MAIN,47,70,20341.0
FINA,4320,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:15 PM,10:45 PM,COBA,251,Altomare,2242,-,Scheduled,MAIN,20,45,20342.0
FINA,4324,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,COBA,239,Thai,2242,-,Scheduled,MAIN,31,75,20343.0
FINA,4324,2,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,COBA,348,Altomare,2242,-,Scheduled,MAIN,52,75,20344.0
FINA,4328,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,COBA,141,Thompson,2242,2242_1_0406_UTARL_1 - Exam,Scheduled,MAIN,6,18,27976.0
FINA,4351,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:15 PM,10:45 PM,COBA,339,Khachatryan,2242,-,Scheduled,MAIN,12,45,28053.0
FINA,5323,1,LEC/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,COBA,141,Adams,2242,2242_1_0399_UTARL_1 - Exam,Scheduled,MAIN,12,22,20362.0
FINA,5328,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,COBA,141,Thompson,2242,2242_1_0406_UTARL_1 - Exam,Scheduled,MAIN,6,2,28264.0
FINA,5330,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:15 PM,10:45 PM,COBA,140,Berard,2242,2242_1_0400_UTARL_1 - Exam,Scheduled,MAIN,9,32,20363.0
FINA,5331,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:15 PM,10:45 PM,COBA,140,Villupuram,2242,2242_1_0401_UTARL_1 - Exam,Scheduled,MAIN,13,20,25801.0
FINA,5351,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,COBA,339,Sabherwal,2242,2242_1_0402_UTARL_1 - Exam,Scheduled,MAIN,21,30,20364.0
FINA,5352,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,COBA,339,Hao,2242,2242_1_0403_UTARL_1 - Exam,Scheduled,MAIN,21,30,32465.0
FINA,5376,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,8:15 PM,10:45 PM,COBA,349,Jannati,2242,2242_1_0404_UTARL_1 - Exam,Scheduled,MAIN,41,40,26330.0
FINA,6312,1,SEM/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,COBA,140,Adams,2242,-,Scheduled,MAIN,8,15,31685.0
FINA,6390,1,SEM/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:15 PM,10:45 PM,COBA,140,Berard,2242,2242_1_0400_UTARL_1 - Exam,Scheduled,MAIN,0,5,20367.0
FINA,6390,2,SEM/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,COBA,339,Hao,2242,2242_1_0403_UTARL_1 - Exam,Scheduled,MAIN,0,5,20368.0
FINA,6390,3,SEM/Spring 2024 Official Final Exam,M,5/6/2024,5/6/2024,8:15 PM,10:45 PM,COBA,141,Adams,2242,2242_1_0399_UTARL_1 - Exam,Scheduled,MAIN,0,5,32471.0
FINA,6390,4,SEM/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,5:30 PM,8:00 PM,COBA,339,Sabherwal,2242,2242_1_0402_UTARL_1 - Exam,Scheduled,MAIN,0,5,32581.0
FINA,6390,7,SEM/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:15 PM,10:45 PM,COBA,140,Villupuram,2242,2242_1_0401_UTARL_1 - Exam,Scheduled,MAIN,1,5,26331.0
FREN,1441,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,TH,1,Villarreal,2242,-,Scheduled,MAIN,13,25,21939.0
FREN,1441,3,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,TH,119,Alameddin,2242,-,Scheduled,MAIN,23,25,21940.0
FREN,1441,4,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,TH,119,Soueid,2242,-,Scheduled,MAIN,23,25,31889.0
FREN,1442,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,TH,1,Alameddin,2242,-,Scheduled,MAIN,21,25,21941.0
FREN,1442,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,TH,21,Alameddin,2242,-,Scheduled,MAIN,29,30,21942.0
FREN,2313,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,TH,1,Soueid,2242,-,Scheduled,MAIN,15,25,21944.0
FREN,2314,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,TH,1,Israel-Pelletier,2242,-,Scheduled,MAIN,13,25,24404.0
FREN,3303,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,TH,119,Alameddin,2242,-,Scheduled,MAIN,20,22,25606.0
FREN,3318,1,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,2:00 PM,4:30 PM,TH,21,Laborde,2242,-,Scheduled,MAIN,8,25,31890.0
FREN,3321,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,TH,307,Carpenter,2242,2242_1_0106_UTARL_1 - Exam,Scheduled,MAIN,5,5,21945.0
FREN,3345,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,TH,307,Carpenter,2242,2242_1_0107_UTARL_1 - Exam,Scheduled,MAIN,3,5,26268.0
FREN,4316,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,8:00 AM,10:30 AM,TH,110,Israel-Pelletier,2242,2242_1_0108_UTARL_1 - Exam,Scheduled,MAIN,9,25,31892.0
FREN,4335,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,TH,23,Alameddin,2242,-,Scheduled,MAIN,10,30,21946.0
FREN,5330,1,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,5:30 PM,8:00 PM,TH,102,Israel-Pelletier,2242,-,Scheduled,MAIN,2,20,32286.0
GEOG,2302,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,11:00 AM,1:30 PM,UH,14,Nkhoma,2242,-,Scheduled,MAIN,9,25,30844.0
GEOG,3336,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,UH,16,Morris,2242,2242_1_0189_UTARL_1 - Exam,Scheduled,MAIN,10,10,32377.0
GEOG,4350,1,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,UH,16,Nkhoma,2242,-,Scheduled,MAIN,4,30,30694.0
GEOG,4350,2,LEC/Spring 2024 Official Final Exam,W,5/8/2024,5/8/2024,8:00 AM,10:30 AM,TH,212,Berthold,2242,2242_1_0069_UTARL_1 - Exam,Scheduled,MAIN,4,5,32643.0
GEOL,1301,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,8:00 AM,10:30 AM,EES,100,Korchinski,2242,-,Scheduled,MAIN,92,150,21614.0
GEOL,1301,2,LEC/Spring 2024 Official Final Exam,T,5/7/2024,5/7/2024,11:00 AM,1:30 PM,EES,100,Korchinski,2242,-,Scheduled,MAIN,77,150,21615.0
GEOL,1302,1,LEC/Spring 2024 Official Final Exam,F,5/3/2024,5/3/2024,11:00 AM,1:30 PM,EES,100,Hunt,2242,-,Scheduled,MAIN,73,150,21622.0
GEOL,1302,2,LEC/Spring 2024 Official Final Exam,R,5/2/2024,5/2/2024,11:00 AM,1:30 PM,EES,100,Hunt,2242,-,Scheduled,MAIN,49,150,21623.0
