semester_id,course_id,section,days_met,date,start_time,end_time,building_id,room_no,instructor_id
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,12c5657d-c39f-44cd-83bd-c3664144ce84,007,R,2022-12-08,14:00:00,16:30:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,310,e8fc9db6-0ea3-495b-b6de-6b1b7de7958f
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,12c5657d-c39f-44cd-83bd-c3664144ce84,004,M,2022-12-12,08:00:00,10:30:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,310,7c3cda46-e6eb-429b-8027-827ee1dba5b1
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,12c5657d-c39f-44cd-83bd-c3664144ce84,001,M,2022-12-12,17:30:00,20:00:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,310,06e50d2b-6c9f-4391-8d97-d05ce1ed0e32
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,12c5657d-c39f-44cd-83bd-c3664144ce84,006,T,2022-12-13,17:30:00,20:00:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,310,06e50d2b-6c9f-4391-8d97-d05ce1ed0e32
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,12c5657d-c39f-44cd-83bd-c3664144ce84,005,F,2022-12-09,11:00:00,13:30:00,4538941f-9369-4c6b-bd04-bc6041282c57,256,76e3974a-0eae-4afc-a6d7-4a1f9bce78a8
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,12c5657d-c39f-44cd-83bd-c3664144ce84,003,M,2022-12-12,20:15:00,22:45:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,310,06e50d2b-6c9f-4391-8d97-d05ce1ed0e32
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,12c5657d-c39f-44cd-83bd-c3664144ce84,009,R,2022-12-08,11:00:00,13:30:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,310,b5f1fc4b-2933-4659-8dc0-c2cfc5b5249e
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,20df411e-f6d6-4fa5-b40f-c30780ad8483,044,T,2022-12-13,11:00:00,13:30:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,207,5618e9b8-663e-426b-aedb-1145788b696f
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,20df411e-f6d6-4fa5-b40f-c30780ad8483,060,R,2022-12-08,14:00:00,16:30:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,103,691737e3-579a-4420-8b8a-da1fdbc2e838
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,20df411e-f6d6-4fa5-b40f-c30780ad8483,023,W,2022-12-14,11:00:00,13:30:00,9dd9a6e8-63c4-46de-ba63-beb3c50676d6,103,691737e3-579a-4420-8b8a-da1fdbc2e838
578ccf7d-e964-4066-99d8-de5a1fdcb7b3,20df411e-f6d6-4fa5-b40f-c30780ad8483,053,R,2022-12-08,14:00:00,16:30:00,4139fc29-2373-48d8-9dea-2d9261384942,23,f11c1cf2-172d-4df4-a2f4-63c91f2b24be
